"","trp1_l43","his1_l43","trp1_l44","his1_l44","trp1_l49","his1_l49","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:DHDr2_16_A:AD:ZCON_2_CC_A",636,54,322,8,8,0,35.2962142520301,-0.122013808077441,0.491588509127986,0.353413149548753,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_A",1513,14,385,48,10,0,53.2578226776257,-0.153906682457948,0.551870290969354,0.289443980883667,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_B",1173,121,352,58,28,0,75.0640992930557,-0.023620919284769,0.33309215474869,0.808529946248783,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_cutT2_A",15,2,347,47,6,0,30.3431777065333,-0.0407321027350693,0.530541599636856,0.784786384369643,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_cutT2_B",1251,17,405,63,35,1,69.0869053474206,-0.137773656808432,0.469107290009397,0.276015499397016,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_cutT4_A",1,4,272,77,16,0,39.5616264725998,0.00873923763657869,0.553335623348069,0.955552856744015,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_cutT4_B",5,3,174,41,17,0,26.4891205036559,-0.0350702273915512,0.523921569502582,0.812292067897515,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_cutT6_A",334,0,258,28,5,0,24.5499418830817,-0.109703379883495,0.608244353776372,0.503861634506184,NA
"DBD:DHDr2_16_A:AD:ZCON_2_CC_resurf_cutT6_B",2,0,165,11,6,0,12.8058766315438,-0.15912088115525,0.774179215849375,0.438347703773354,NA
"DBD:DHDr2_16_A:AD:ZCON_37_LL_A",925,206,396,73,18,4,94.0931318422556,0.0780909747471251,0.330532859980998,0.424016963882301,NA
"DBD:DHDr2_16_A:AD:ZCON_37_LL_B",711,18,361,26,10,6,49.919598394754,-0.053104236827053,0.332448368161984,0.584140041274692,NA
"DBD:DHDr2_16_A:AD:ZCON_37_resurf_A",683,61,111,17,6,0,29.0918772241335,-0.00610316973509259,0.343915165256565,0.951485818136811,NA
"DBD:DHDr2_16_A:AD:ZCON_37_resurf_B",852,4,69,7,5,0,17.5804169206289,-0.515234134276416,1.05305041632596,0.0732756236522846,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_A",2,9,79,6,9,17,44.5101209999266,0.305273792870499,0.895946201977337,0.187526480474013,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_B",1728,174,601,52,15,5,102.67673822615,-0.00753889245335431,0.282912501505344,0.931146778728267,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_cutT2_A",1311,83,266,21,14,4,59.1690134666524,-0.0363386511582723,0.288390341941225,0.682194556092526,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_cutT2_B",965,72,164,19,15,0,41.0453644189641,-0.0508146841760034,0.357826086519524,0.619919186008538,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_cutT4_A",1088,52,301,30,13,0,47.2600548720239,-0.0942049715110186,0.406997542163825,0.402800876503808,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_cutT4_B",1,32,317,49,15,1,40.1405458840412,-0.00532136784513204,0.473645347356972,0.968523647797987,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_cutT6_A",239,11,221,19,17,0,26.8364348311385,-0.180637682314834,0.577216381007126,0.23260013642969,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_cutT6_B",245,2,242,5,22,3,31.2200956642527,-0.353952508980375,0.852587450870564,0.114916504524117,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_resurf_A",245,49,235,40,0,1,32.6484643984048,0.0527965323823314,0.445353121454237,0.671599117265561,NA
"DBD:DHDr2_16_A:AD:ZCON_VR_2_resurf_B",1751,107,132,23,10,15,82.6683929502659,0.0696313204212684,0.363147677300694,0.500399139841871,NA
"DBD:DHDr2_16_A:AD:mALb8_A",582,8,377,52,26,2,53.7493855047856,-0.0914734841390923,0.41572424885738,0.424504344626715,NA
"DBD:DHDr2_16_A:AD:mALb8_B",325,20,155,7,4,0,17.1744675085799,-0.119965841670615,0.48802178875635,0.358640038732853,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT1_A",306,24,340,35,7,0,34.1404274978579,-0.0604623914683281,0.408363571148968,0.59647280847948,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT1_B",291,11,224,22,19,8,45.2452292887157,-0.00423232484537293,0.325209440601459,0.964794604902091,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT2_A",594,32,76,17,16,1,28.8382103654145,-0.0535648354793599,0.32427925294268,0.574701735855529,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT2_B",139,3,256,6650,17,1,1718.81235994653,4.28788911472807,2.36513075167284,NA,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT3_A",2,13,59,7,19,0,15.2398949459798,-0.134602838535302,0.651362562289852,0.438023398214341,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT3_B",23,0,93,20,18,2,21.8329117446797,-0.0421107649287584,0.509536641219284,0.768693689517533,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT4_A",409,8,212,32,23,0,34.083434861461,-0.137748526136877,0.51961275302834,0.317520850484595,NA
"DBD:DHDr2_16_A:AD:mALb8_cutT4_B",405,0,131,15,16,0,21.6941363605442,-0.265092131110245,0.82195355608229,0.211960938543551,NA
"DBD:DHDr2_16_B:AD:A_ZCON_13",1035,226,122,90,15,2,85.4250254424677,0.200383214420937,0.543244153931276,0.16807648882692,NA
"DBD:DHDr2_16_B:AD:A_ZCON_150",2505,77,534,76,33,6,110.627151806926,-0.077248504787264,0.301832552812494,0.409678659732097,NA
"DBD:DHDr2_16_B:AD:A_ZCON_154",1085,273,460,108,151,5,182.098599459676,-0.0327719029895354,0.318505593601438,0.727837650126191,0.904670332325436
"DBD:DHDr2_16_B:AD:A_ZCON_155",3323,150,482,55,141,4,170.125599951929,-0.262778842421701,0.584710591104974,0.101318424897048,0.341564192618778
"DBD:DHDr2_16_B:AD:A_ZCON_15_re_loop",1139,69,377,87,54,3,93.4584261723005,-0.0459908472838228,0.295509860102763,0.610411073676359,NA
"DBD:DHDr2_16_B:AD:A_ZCON_162",1258,118,269,15,44,3,74.5112690608268,-0.0738322151275807,0.345625639521295,0.460285311589438,NA
"DBD:DHDr2_16_B:AD:A_ZCON_37_3",1466,6,267,26,17,3,50.0399633423661,-0.229127570869783,0.608111348476448,0.15405589297928,NA
"DBD:DHDr2_16_B:AD:A_ZCON_37",1100,67,278,10,37,3,60.8054173329134,-0.156050828039603,0.453488851404287,0.211030139447325,NA
"DBD:DHDr2_16_B:AD:A_ZCON_6",1514,223,162,9,88,5,111.788389640385,-0.0431011694830829,0.369839805915252,0.683086845060325,NA
"DBD:DHDr2_16_B:AD:B_ZCON_13",718,85,293,21,41,35,128.343156407871,0.122006843419898,0.458884391987187,0.324943783746497,0.644650050232504
"DBD:DHDr2_16_B:AD:B_ZCON_150",1599,63,260,13,41,2,65.830178029855,-0.266078849923367,0.599866392294569,0.103593343422061,NA
"DBD:DHDr2_16_B:AD:B_ZCON_154",4483,473,225,77,102,11,222.551355590694,0.00581777819944658,0.304012661241034,0.949162198359068,0.982033616484057
"DBD:DHDr2_16_B:AD:B_ZCON_155",245,229,326,42,19,20,111.184427877529,0.338069395585773,0.721804458788425,0.0842906958741475,NA
"DBD:DHDr2_16_B:AD:B_ZCON_15_re_loop",1764,142,682,29,78,10,135.409434632989,-0.103906663211013,0.350056589158177,0.312777687886502,0.631254880307824
"DBD:DHDr2_16_B:AD:B_ZCON_162",426,23,285,28,38,5,55.7127533737771,-0.0915226444526188,0.369756943580508,0.384077723044958,NA
"DBD:DHDr2_16_B:AD:B_ZCON_37_3",560,6,395,70,35,4,66.7749178951966,-0.0520833540701301,0.375482042515223,0.624925870071488,NA
"DBD:DHDr2_16_B:AD:B_ZCON_37",602,41,312,40,33,5,62.3603574915758,-0.0491166832541892,0.289261993008417,0.583374222471357,NA
"DBD:DHDr2_16_B:AD:B_ZCON_6",412,9,78,5,35,5,37.1718926199387,-0.131622080418201,0.507776077954217,0.32995222033528,NA
"DBD:DHDr2_16_B:AD:DHDr2_00_A",1157,73,390,42,43,3,78.2076316782832,-0.102345095838522,0.333585448448958,0.308714039640521,NA
"DBD:DHDr2_16_B:AD:DHDr2_00_B",987,118,259,86,31,5,86.9503091062788,0.0534837182729656,0.277027170446545,0.545505441622595,NA
"DBD:DHDr2_16_B:AD:DHDr2_01_A",240,6,76,8,9,0,13.2404033843055,-0.192046407719892,0.600777249343721,0.221274520687393,NA
"DBD:DHDr2_16_B:AD:DHDr2_01_B",1084,208,276,28,28,1,78.2424800361376,0.0150798387282359,0.32169419491326,0.873895840021709,NA
"DBD:DHDr2_16_B:AD:DHDr2_02_A",1886,247,132,12,9,2,76.1748454662088,0.0446203270721384,0.390222732852113,0.686555952463926,NA
"DBD:DHDr2_16_B:AD:DHDr2_02_B",579,25,245,1461,37,0,410.991640410245,0.878641622806139,1.53715608966908,NA,NA
"DBD:DHDr2_16_B:AD:DHDr2_03_A",1082,141,167,15,13,3,57.0001009519235,0.0278663176819821,0.314781074384711,0.765479247919034,NA
"DBD:DHDr2_16_B:AD:DHDr2_03_B",903,32,204,48,71,45,159.509406423212,0.101221645376648,0.456797581417092,0.413777173936935,0.720902807537963
"DBD:DHDr2_16_B:AD:DHDr2_04_A",2072,299,330,42,11,1,101.381404268818,0.0390694310003586,0.366629270824585,0.70974132954337,NA
"DBD:DHDr2_16_B:AD:DHDr2_04_B",3442,176,383,15050,52,44,4032.85328300524,4.63925192319755,1.63848860694904,NA,NA
"DBD:DHDr2_16_B:AD:DHDr2_05_A",1704,87,134,105,38,7,97.239899897945,0.0333568954100234,0.289113703199934,0.707023930505631,NA
"DBD:DHDr2_16_B:AD:DHDr2_05_B",3066,59,591,132,157,14,205.222345395738,-0.113371357616978,0.387258693916081,0.301084167547914,0.619774798202663
"DBD:DHDr2_16_B:AD:DHDr2_06_A",1910,123,147,26,34,13,95.5953192132898,0.0158903123901607,0.29171110919627,0.858087187743536,NA
"DBD:DHDr2_16_B:AD:DHDr2_06_B",345,2,152,15,30,1,30.771856609966,-0.359869653770803,0.843026506339574,0.106700408308967,NA
"DBD:DHDr2_16_B:AD:DHDr2_07_A",1870,140,249,64,52,9,112.270828989893,-0.00254191176693823,0.254774082319446,0.975718260024791,NA
"DBD:DHDr2_16_B:AD:DHDr2_07_B",2903,167,360,85,29,0,109.725489512174,-0.0326347155339511,0.361469828795119,0.753603708929435,NA
"DBD:DHDr2_16_B:AD:DHDr2_08_A",345,10810,342,12602,15,1121,7113.05316085592,7.72448302585942,0.827624295106884,7.66524320051375e-22,2.48627638382378e-19
"DBD:DHDr2_16_B:AD:DHDr2_08_B",4542,404,360,10,28,1,146.932111331423,-0.0236984454266569,0.402013638688296,NA,NA
"DBD:DHDr2_16_B:AD:DHDr2_09_A",721,182,217,129,21,8,104.001913674011,0.383178561787271,0.656571537799811,0.0458468794156791,NA
"DBD:DHDr2_16_B:AD:DHDr2_09_B",1952,83,178,30,30,5,74.5467996414841,-0.059406419775987,0.304296274600799,0.520154524009305,NA
"DBD:DHDr2_16_B:AD:DHDr2_10_A",1207,96,398,81,22,5,86.7110645430737,0.0156656956352287,0.258906262459974,0.852303968806775,NA
"DBD:DHDr2_16_B:AD:DHDr2_10_B",774,22,102,3,20,1,28.8402608114436,-0.371301255074652,0.797399218934385,0.0843371866975213,NA
"DBD:DHDr2_16_B:AD:DHDr2_11_A",361,56,225,15,17,1,36.2051039664712,-0.0481758555218191,0.325766285324868,0.614535055432257,NA
"DBD:DHDr2_16_B:AD:DHDr2_11_B",3482,330,696,108,73,5,192.13746130251,-0.0226719218272375,0.276068756903933,0.793081183855857,0.922326586019044
"DBD:DHDr2_16_B:AD:DHDr2_12_A",198,63,84,26,3,7,37.4817372365424,0.579871968504127,0.917967849782618,0.0337528215423089,NA
"DBD:DHDr2_16_B:AD:DHDr2_12_B",1293,101,238,97,40,1,86.0387620451057,-3.38108257837554e-05,0.300064831481216,0.999701722317437,NA
"DBD:DHDr2_16_B:AD:DHDr2_13_A",2472,336,122,19,49,20,152.450956348421,0.0723231846642811,0.38649014454079,0.504518084614607,0.782451032184061
"DBD:DHDr2_16_B:AD:DHDr2_13_B",2741,483,637,28,93,6,195.122005237953,-0.0119519434839296,0.318894267026899,0.899267164118489,0.966949995041458
"DBD:DHDr2_16_B:AD:DHDr2_14_A",1156,11,39,2,13,0,23.3247081773407,-0.904464092567798,1.40153050980395,0.0336143257085829,NA
"DBD:DHDr2_16_B:AD:DHDr2_14_B",1521,26,325,43,17,1,56.5615300111482,-0.145302278591314,0.457640380308901,0.243627504816737,NA
"DBD:DHDr2_16_B:AD:DHDr2_15_A",461,10,564,58,46,0,67.6823844650538,-0.192982499860258,0.634484047774585,0.242412491673932,NA
"DBD:DHDr2_16_B:AD:DHDr2_15_B",1458,15,356,105,25,2,77.0701818427456,-0.0333542570249457,0.344446164131104,0.738413005326488,NA
"DBD:DHDr2_16_B:AD:DHDr2_16_A",3102,79,394,58,24,3,96.9538982580711,-0.113345104983283,0.382477898070399,0.297673748227275,NA
"DBD:DHDr2_16_B:AD:DHDr2_16_B",238,18,304,102,37,1,64.0209336294231,-0.00489809930518963,0.366647254366011,0.963147397524667,NA
"DBD:DHDr2_16_B:AD:DHDr2_17_A",75,8,35,4,6,8,23.4040360756058,0.217840108248523,0.67633028335438,0.214381080490047,NA
"DBD:DHDr2_16_B:AD:DHDr2_17_B",53,91,447,96,23,3,75.0401527208327,0.0487824167756791,0.391054200600388,0.658993930722034,NA
"DBD:DHDr2_16_B:AD:DHDr2_18_A",4410,354,232,33,26,5,145.1978406124,-0.000668439690796642,0.333705300341684,0.994551197847093,0.997134968956313
"DBD:DHDr2_16_B:AD:DHDr2_18_B",3643,207,311,32,73,5,139.290956081415,-0.0908774448744673,0.369163065815434,0.386809720636303,0.698688520847038
"DBD:DHDr2_16_B:AD:DHDr2_19_A",621,141,88,36,12,7,61.1126400700009,0.272170838229005,0.58286651181739,0.0918185970013656,NA
"DBD:DHDr2_16_B:AD:DHDr2_19_B",1449,255,544,4885,53,24,1397.33201989201,3.41044275179344,1.67615620664213,NA,NA
"DBD:DHDr2_16_B:AD:DHDr2_20_A",989,22,90,6,16,3,33.6893641053458,-0.160601995150976,0.494005907997392,0.226049286764968,NA
"DBD:DHDr2_16_B:AD:DHDr2_20_B",966,45,326,47,33,12,83.5452438318216,-0.000522887620234777,0.268265347358533,0.995090882718094,NA
"DBD:DHDr2_16_B:AD:ZCON_150_LL_A",3541,186,568,54,54,1,134.816673441337,-0.11295696682711,0.414487393970218,0.324060030144744,0.64428922805923
"DBD:DHDr2_16_B:AD:ZCON_150_LL_B",4108,521,576,147,48,9,229.275044029969,0.0535196796612598,0.304794687088386,0.561147754233334,0.815266570599896
"DBD:DHDr2_16_B:AD:ZCON_150_resurf_A",4322,275,397,53,47,3,150.341837381183,-0.0488035671685649,0.330123001128238,0.613155334064473,0.847849686963086
"DBD:DHDr2_16_B:AD:ZCON_150_resurf_B",1166,23,137,44,56,1,62.3667044150528,-0.181513436958798,0.540014475683057,0.205145248399654,NA
"DBD:DHDr2_16_B:AD:ZCON_152_A",549,53,207,49,10,0,40.5358508666583,0.0113768047038812,0.331495627807577,0.906914541528541,NA
"DBD:DHDr2_16_B:AD:ZCON_152_B",2006,171162,388,39,21,9,25970.6019372591,7.22240246527765,1.76756446450271,NA,NA
"DBD:DHDr2_16_B:AD:ZCON_152_T2_A",1153,236,162,29,100,1,112.316081081798,-0.0461487129300714,0.383710166067163,0.671579856079855,NA
"DBD:DHDr2_16_B:AD:ZCON_152_T2_B",631,572,262,72,17,6,143.511351582147,0.665647296409282,1.03617314616874,0.0324275678653614,0.156819580060283
"DBD:DHDr2_16_B:AD:ZCON_152_T4_A",203,4,253,88,38,0,54.1851269749458,-0.0309481521598579,0.454764401174599,0.810000630367696,NA
"DBD:DHDr2_16_B:AD:ZCON_152_T4_B",1217,51,167,2,30,1,45.6029800256925,-0.258328614003474,0.688523325442358,0.15141583421863,NA
"DBD:DHDr2_16_B:AD:ZCON_154_LL_A",4583,349,694,92,137,23,269.50680073447,-0.0295583838456351,0.263462509367271,0.728738203740761,0.904670332325436
"DBD:DHDr2_16_B:AD:ZCON_154_LL_B",1896,265,505,106,58,21,180.083611567815,0.0811591830893041,0.282690283623891,0.379725488691445,0.692842087643363
"DBD:DHDr2_16_B:AD:ZCON_154_resurf_A",1495,215,308,140,22,1,111.190473213038,0.0831202037170716,0.383630870854764,0.439956266917284,NA
"DBD:DHDr2_16_B:AD:ZCON_154_resurf_B",4586,353,274,99,27,8,172.194113384567,0.0276635198889213,0.309597318480432,0.764554144562574,0.914767265327498
"DBD:DHDr2_16_B:AD:ZCON_155_LL_A",4139,664,1548,231,174,3,361.959754946297,-0.0208220118770072,0.315626644433651,0.824025989783619,0.936880826141065
"DBD:DHDr2_16_B:AD:ZCON_155_LL_B",2683,195,448,71,48,11,142.538514308073,-0.00732680016280903,0.247818725763441,0.92975777355906,0.978138870678417
"DBD:DHDr2_16_B:AD:ZCON_155_cutT2_A",1436,81,354,20,36,1,68.1965209157999,-0.172549342007087,0.479939251253637,0.187891314148961,NA
"DBD:DHDr2_16_B:AD:ZCON_155_cutT2_B",2329,118,486,91,76,17,158.648705720113,-0.0204746924732803,0.251908191192789,0.806998866151295,0.928833358286699
"DBD:DHDr2_16_B:AD:ZCON_155_cutT4_A",6,2,116,1,43,0,25.8133785832967,-2.25112747663643,2.24620483210825,0.00874655623520537,NA
"DBD:DHDr2_16_B:AD:ZCON_155_cutT4_B",1505,90,228,29,79,0,85.3293551471322,-0.205291238407706,0.601984201444282,0.19321879362816,NA
"DBD:DHDr2_16_B:AD:ZCON_155_cutT5_B",89,2,620,119,150,7,142.866513047339,-0.107974387297556,0.553974204889245,0.468618762793477,0.760347813656217
"DBD:DHDr2_16_B:AD:ZCON_155_resurf_A",2126,38,734,63,272,40,285.598293791842,-0.0871775356912276,0.426629004285784,0.456959804165284,0.751015009306751
"DBD:DHDr2_16_B:AD:ZCON_155_resurf_B",577,29,221,62,24,7,61.6900236227804,0.0286124281301658,0.288007370387565,0.746270013642506,NA
"DBD:DHDr2_16_B:AD:ZCON_15_re_loop_LL_A",1805,21,450,80,48,13,112.440661895584,-0.0369042671222016,0.310943857966742,0.690477161666365,NA
"DBD:DHDr2_16_B:AD:ZCON_15_re_loop_LL_B",6016,447,676,47,107,25,278.580663262862,-0.0196614306819587,0.289747432627293,0.82429149793292,0.936948108163552
"DBD:DHDr2_16_B:AD:ZCON_15_re_loop_resurf_A",858,15,243,26,23,13,66.1098228249701,0.00377676939735763,0.315774069247797,0.967870309957293,NA
"DBD:DHDr2_16_B:AD:ZCON_15_re_loop_resurf_B",2534,36,269,29,32,2,72.809664491206,-0.400866978350105,0.741354300849695,0.0554328716879013,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_A",5345,244,309,26,44,4,147.364411227848,-0.0889739596096562,0.401471970616785,0.424558603603302,0.728623862682163
"DBD:DHDr2_16_B:AD:ZCON_2_CC_B",1,0,49,2,10,5,17.319894009905,0.0403625011081868,0.603640936349084,0.811585913302024,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_A",3640,83,210,46,24,0,86.7369723166601,-0.148167198870249,0.529185158102386,0.289663652173437,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_B",831,44,545,143,88,12,141.594823239597,-0.0135621317500027,0.304240625401529,0.881893855008207,0.958952758231411
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_cutT2_A",347,32,510,24,45,0,58.2088637502903,-0.363543569064088,0.822204529245218,0.0970936502004915,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_cutT2_B",1072,16,1396,181,168,3,206.309760185563,-0.176977924852392,0.588835388312828,0.25050232823085,0.56717039215573
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_cutT4_A",3,9,199,22,44,4,44.2535056151711,-0.0927523095578365,0.538648813186896,0.526240125841048,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_cutT4_B",466,6,495,63,101,6,103.165460509552,-0.162273185220755,0.561077643933128,0.270955792900718,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_cutT6_A",2,0,264,57,62,1,57.0716352433937,-0.113452154543504,0.669601310817242,0.530862165714253,NA
"DBD:DHDr2_16_B:AD:ZCON_2_CC_resurf_cutT6_B",922,25,298,1336,36,0,384.917257888911,0.660873555418742,1.33103309375355,NA,NA
"DBD:DHDr2_16_B:AD:ZCON_37_LL_A",4275,336,602,92,74,17,218.482451925827,-0.0025230385859927,0.253311382189056,0.975864938242381,0.991099438174878
"DBD:DHDr2_16_B:AD:ZCON_37_LL_B",2683,229,721,74,73,9,168.024465582945,-0.0482885868100027,0.265109196397721,0.578468290697901,0.826419791917653
"DBD:DHDr2_16_B:AD:ZCON_37_resurf_A",832,25,101,27,29,2,42.2549169801402,-0.0972821075192882,0.374179779263133,0.359884552659604,NA
"DBD:DHDr2_16_B:AD:ZCON_37_resurf_B",50,16,410,156,11,10,85.7075071187008,0.15579750176706,0.583448417520855,0.30894725809265,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_A",563,19,106,3,47,19,74.7159875228095,0.0218086119445182,0.408311106960366,0.851550474935101,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_B",2579,116,533,73,85,30,188.864942977402,0.00100216977014352,0.271149521082122,0.990635121912899,0.996468329185059
"DBD:DHDr2_16_B:AD:ZCON_VR_2_cutT2_A",1598,166,438,4501,54,7,1249.5930800834,2.77624296219092,1.93671121893018,NA,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_cutT2_B",2458,373,464,51,79,4,163.006657542573,-0.00998415353606024,0.300349647961768,0.912154651379006,0.972163191953269
"DBD:DHDr2_16_B:AD:ZCON_VR_2_cutT4_A",571,51,526,94,154,14,161.24696995845,-0.0773810905001519,0.387395484333984,0.475591657627665,0.765566011090829
"DBD:DHDr2_16_B:AD:ZCON_VR_2_cutT4_B",1229,64,286,7,72,6,83.8159550548883,-0.208111265952927,0.56518166654165,0.166232345113259,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_cutT6_A",1169,4,275,328,119,2,169.453872061101,0.0112901385332441,0.43399012859227,NA,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_cutT6_B",664,2,312,47,80,0,71.0002703523955,-0.333983894420256,0.881478589901781,0.145446021989339,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_resurf_A",2078,158,186,16,3,1,63.4881821943338,-0.0101641923468887,0.382144218168836,0.926345763669717,NA
"DBD:DHDr2_16_B:AD:ZCON_VR_2_resurf_B",809,142,217,88,37,27,133.95186326553,0.278741427655686,0.581239157437714,0.0856575767712347,0.305062654029061
"DBD:DHDr2_16_B:AD:mALb8_A",368,76,123,14,62,7,67.6930852981884,-0.0382252438641904,0.347444783155344,0.703504767260544,NA
"DBD:DHDr2_16_B:AD:mALb8_B",357,55,235,16,35,0,43.1341305850034,-0.126352884163126,0.480019255066068,0.326124126971985,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT1_A",1650,271,166,12,75,1,107.481861914485,-0.0314498584788479,0.384811612583424,0.774750761419471,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT1_B",5,8,261,99,97,11,105.264407664261,-0.0191004253614988,0.47564650279474,0.887548706902653,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT2_A",12,1,155,8322,68,1,2162.89126826859,2.50512628486486,2.54401267716426,NA,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT2_B",510,12,371,109,43,0,71.7675215360529,-0.038542205468605,0.421118011889828,0.74615463052862,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT3_A",6,10,79,9,66,1,40.2302987644502,-0.43510718896464,1.05641365416664,0.117653216130258,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT3_B",306,0,324,14,37,2,42.5107845785175,-0.402892787606194,0.969531482519851,0.114702913012299,NA
"DBD:DHDr2_16_B:AD:mALb8_cutT4_B",1,0,161,7,68,53,146.487146470558,0.131781662351482,0.741577968373358,0.507799904302974,0.784820972673382
"DBD:DHDr2_17_A:AD:A_ZCON_13",246,11,365,20,17,0,33.4267638706818,-0.274109037657934,0.728320486229726,0.149173117465921,NA
"DBD:DHDr2_17_A:AD:A_ZCON_150",5082,364,459,33,31,2,160.691651524381,-0.0387053148495836,0.362890208621012,0.709965350602656,0.895962256891885
"DBD:DHDr2_17_A:AD:A_ZCON_154",2665,317,288,54,76,9,158.627961085644,0.00347655227872629,0.282691311114107,0.968197178471149,0.988440509765622
"DBD:DHDr2_17_A:AD:A_ZCON_155",2524,23,594,40,117,3,129.472892965021,-1.47786412308721,1.26657975998034,0.00538375886860363,0.0384396997206432
"DBD:DHDr2_17_A:AD:A_ZCON_15_re_loop",1398,70,193,12,22,3,54.4943701288458,-0.0899566272686606,0.360219364966575,0.384167654900233,NA
"DBD:DHDr2_17_A:AD:A_ZCON_162",2400,153,301,39,23,3,90.6793215275527,-0.0346576591779526,0.299368456269518,0.701773047658616,NA
"DBD:DHDr2_17_A:AD:A_ZCON_37_3",1363,28,361,22,21,5,61.1080144452754,-0.179440942386052,0.459373781038281,0.162281006150206,NA
"DBD:DHDr2_17_A:AD:A_ZCON_37",2083,71,145,20,31,0,60.7469675368325,-0.173141183330092,0.552738921980041,0.234398130992794,NA
"DBD:DHDr2_17_A:AD:A_ZCON_6",280,12,99,16,36,3,36.2912950365503,-0.126061998448951,0.46494500467099,0.314409169048962,NA
"DBD:DHDr2_17_A:AD:B_ZCON_13",153,4,196,240,16,1,81.5780251295244,0.239954820872752,0.756211535894504,NA,NA
"DBD:DHDr2_17_A:AD:B_ZCON_150",1040,65,127,56,35,1,60.0492365071701,-0.0262228024608941,0.308260153806487,0.775844898408579,NA
"DBD:DHDr2_17_A:AD:B_ZCON_154",1302,90,273,82,38,5,89.2245950497008,0.00364755318310474,0.255342664555078,0.965185384260752,NA
"DBD:DHDr2_17_A:AD:B_ZCON_155",226,4,136,41,14,3,32.1301006428301,0.0149394127906416,0.354199914090726,0.884362062200607,NA
"DBD:DHDr2_17_A:AD:B_ZCON_15_re_loop",3485,117,420,177,57,9,166.0473845588,-0.0061694534152876,0.268008606632153,0.942125596988245,0.979785130218681
"DBD:DHDr2_17_A:AD:B_ZCON_162",2697,259,138,7,23,6,100.899939390444,0.0130530418651546,0.360091736041547,0.90033787279037,NA
"DBD:DHDr2_17_A:AD:B_ZCON_37_3",1555,1,143,48,23,7,61.3355489818857,-0.0389004531225181,0.405298380809485,0.734785085032369,NA
"DBD:DHDr2_17_A:AD:B_ZCON_37",911,21,224,22,72,23,108.713629328143,-0.00345572561614918,0.35195902322239,0.973055365126655,NA
"DBD:DHDr2_17_A:AD:B_ZCON_6",1521,81,66,10,21,3,51.0859380770559,-0.0480082629308181,0.352746591422191,0.635824508034673,NA
"DBD:DHDr2_17_A:AD:DHDr2_00_A",755,12,297,76,33,0,58.2858691029621,-0.0660383651390691,0.425365738901398,0.576212780184916,NA
"DBD:DHDr2_17_A:AD:DHDr2_00_B",1793,165,359,31,17,9,95.1258602039048,0.0181016246101251,0.280071897740685,0.835022797883735,NA
"DBD:DHDr2_17_A:AD:DHDr2_01_A",13,0,43,2,5,1,6.86762743051498,-0.142978091463816,0.688515371110522,0.435046475983901,NA
