"","trp1_l43","his1_l43","trp1_l44","his1_l44","trp1_l49","his1_l49","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:DHDr2_08_B:AD:A_ZCON_155",1435,36,329,28,52,3,73.8223820640676,-0.381111864824209,0.681037791015384,0.051300124263858,NA
"DBD:DHDr2_08_B:AD:A_ZCON_15_re_loop",1260,366,253,5,23,3,98.9663528837404,0.0753625923250355,0.434633234886347,0.529498222096169,NA
"DBD:DHDr2_08_B:AD:A_ZCON_162",2312,50,198,29,19,2,63.1857256363795,-0.157641024787953,0.46320458968139,0.213170323021989,NA
"DBD:DHDr2_08_B:AD:A_ZCON_37_3",709,177,55,3,8,11,63.8414769518241,0.260818285699376,0.715906802903159,0.161639597920095,NA
"DBD:DHDr2_08_B:AD:A_ZCON_37",1167,31,172,13,26,6,53.1316351103434,-0.102315909313706,0.373641323741623,0.336625616195678,NA
"DBD:DHDr2_08_B:AD:A_ZCON_6",970,165,192,21,24,5,71.0995629386814,0.0412297025784215,0.303288547227864,0.651767564282342,NA
"DBD:DHDr2_08_B:AD:B_ZCON_13",1123,5451,114,322,12,0,930.27280329834,3.73016499126282,2.08059589921962,0.00135544882909,0.0125103518961335
"DBD:DHDr2_08_B:AD:B_ZCON_150",1231,16,183,9,13,1,34.9844509873174,-0.626437732047493,0.982546699958455,0.0329708947022852,NA
"DBD:DHDr2_08_B:AD:B_ZCON_154",785,15357,164,2247,29,11,2947.86558013526,5.90332469523807,1.25063085280961,3.97393153626949e-07,8.9334767852474e-06
"DBD:DHDr2_08_B:AD:B_ZCON_155",4,30,91,9,13,15,46.8766702621316,0.229945769896725,0.744911150001846,0.232852073800285,NA
"DBD:DHDr2_08_B:AD:B_ZCON_15_re_loop",1988,79,337,44,48,19,121.224369864954,-0.00397290462385251,0.272578962167057,0.962980646619726,0.985996644036116
"DBD:DHDr2_08_B:AD:B_ZCON_162",3220,68,103,17,24,9,85.5419206190971,-0.0749409171302497,0.384313332352614,0.487043528480691,NA
"DBD:DHDr2_08_B:AD:B_ZCON_37_3",569,253,213,30,12,4,75.3629506090521,0.196950959573821,0.538491910757671,0.171839621021029,NA
"DBD:DHDr2_08_B:AD:B_ZCON_37",808,17,180,24,16,4,41.3359777798719,-0.0724180275405238,0.328922075471167,0.455501264173972,NA
"DBD:DHDr2_08_B:AD:B_ZCON_6",261,11,123,19,29,10,48.4260618800593,0.0145598874647782,0.347617898287982,0.885493583416402,NA
"DBD:DHDr2_08_B:AD:DHDr2_00_A",2906,30,166,12,13,3,60.4887791419818,-0.376390933171498,0.797056132218481,0.0810778074970989,NA
"DBD:DHDr2_08_B:AD:DHDr2_00_B",702,75,95,40,15,11,62.7821630644906,0.164936313970341,0.436886448088905,0.18011146220006,NA
"DBD:DHDr2_08_B:AD:DHDr2_01_A",293,0,93,6,8,0,12.7053499256774,-0.430919494621583,1.04955551151088,0.118619595909153,NA
"DBD:DHDr2_08_B:AD:DHDr2_01_B",1731,345,167,58,10,2,102.926044061575,0.133396019222951,0.485241856273076,0.304281612474916,NA
"DBD:DHDr2_08_B:AD:DHDr2_02_A",574,83,26,6,7,1,27.1284779483922,0.054556188715705,0.403104777592073,0.629967784415315,NA
"DBD:DHDr2_08_B:AD:DHDr2_02_B",904,113,77,45,20,5,61.7207215210097,0.0869004531964569,0.343934156541668,0.386973213557212,NA
"DBD:DHDr2_08_B:AD:DHDr2_03_A",1171,3356,45,220,2,1,582.208951522246,3.67683305541119,2.00761498449161,0.00129257402671909,0.0121022240316111
"DBD:DHDr2_08_B:AD:DHDr2_03_B",1046,142,489,82,13,70,221.597114255135,0.597731096280572,1.01788024665202,0.0426255402005508,0.19089011642081
"DBD:DHDr2_08_B:AD:DHDr2_04_A",3527,186,173,30,15,1,93.1049644876063,-0.0447635405595707,0.378977148742873,0.677794207331329,NA
"DBD:DHDr2_08_B:AD:DHDr2_04_B",2420,6,278,26,25,55,169.134951076605,0.113895328735357,0.531922728040124,0.423635830682714,0.7281341056511
"DBD:DHDr2_08_B:AD:DHDr2_05_A",1346,65,335,22,16,4,61.0397163912494,-0.079783112518502,0.32248632973449,0.408934477858471,NA
"DBD:DHDr2_08_B:AD:DHDr2_05_B",1945,201,389,67,47,9,126.868662363739,0.0124428177687154,0.250182038068973,0.881362680739145,0.958952758231411
"DBD:DHDr2_08_B:AD:DHDr2_06_A",1867,18,244,16,17,9,64.9241201284634,-0.0896155309522889,0.394119226232312,0.414653438604253,NA
"DBD:DHDr2_08_B:AD:DHDr2_06_B",665,68,282,21,26,91,229.478801243959,0.698672202768189,1.2101863648629,0.045845332355524,0.201143627271917
"DBD:DHDr2_08_B:AD:DHDr2_07_A",10,13,445,59,23,9,65.2033923407014,0.0153401641523568,0.428079599677878,0.900032669619005,NA
"DBD:DHDr2_08_B:AD:DHDr2_07_B",399,83,360,26,10,4,52.1080541371711,0.0117467232882603,0.294492226843577,0.895418879558706,NA
"DBD:DHDr2_08_B:AD:DHDr2_08_A",835,5833,190,3157,10,490,2688.465753548,6.62647525959473,0.695499054091591,2.21774079175631e-22,8.39230077947117e-20
"DBD:DHDr2_08_B:AD:DHDr2_08_B",498,82,240,26,19,6,56.1002528723499,0.0302863053219157,0.273554618744719,0.725914572321113,NA
"DBD:DHDr2_08_B:AD:DHDr2_09_A",467,296,346,257,12,22,180.291625192706,1.89287641279089,1.19446377424026,0.00203948925034997,0.0174080981083711
"DBD:DHDr2_08_B:AD:DHDr2_09_B",833,326,174,592,11,18,258.555821761876,3.09756729321594,1.00947128121996,0.000150971317902208,0.00183305014597307
"DBD:DHDr2_08_B:AD:DHDr2_10_A",462,23,206,32,16,3,39.4155178079021,-0.0310737716159517,0.28776905391387,0.725387874118321,NA
"DBD:DHDr2_08_B:AD:DHDr2_10_B",2522,119,178,6,32,5,81.4004121930539,-0.0803848436205793,0.398360214594032,0.468356682834612,NA
"DBD:DHDr2_08_B:AD:DHDr2_11_A",527,10747,142,9,11,4,1653.4666013224,5.23927594734524,1.81258029887249,NA,NA
"DBD:DHDr2_08_B:AD:DHDr2_11_B",3157,68068,444,34,34,6,10389.4608150642,5.63336791814927,1.89089441437287,NA,NA
"DBD:DHDr2_08_B:AD:DHDr2_12_A",1439,53,51,11,67,248,556.299687025858,0.91146093325666,1.52312798726744,NA,NA
"DBD:DHDr2_08_B:AD:DHDr2_12_B",574,22,429,32,29,4,58.3330251118262,-0.130836541902409,0.41756195890319,0.260386843603255,NA
"DBD:DHDr2_08_B:AD:DHDr2_13_A",841,167,396,84,16,10,101.071286993872,0.132884663481653,0.372378323005289,0.22514938409741,NA
"DBD:DHDr2_08_B:AD:DHDr2_13_B",2118,83,404,36,21,1,75.6072785866074,-0.127218951222441,0.420585418234893,0.274846282792291,NA
"DBD:DHDr2_08_B:AD:DHDr2_14_A",1020,25,126,5,5,0,24.6653393742789,-0.247437809612624,0.69704043535456,0.17231246741066,NA
"DBD:DHDr2_08_B:AD:DHDr2_14_B",468,4,116,59,24,2,41.3379063646449,-0.00814957239612239,0.361741832357648,0.937972862334705,NA
"DBD:DHDr2_08_B:AD:DHDr2_15_A",2749,73,157,27,29,5,80.1031833273636,-0.105917739362682,0.385648590073543,0.330355918222585,NA
"DBD:DHDr2_08_B:AD:DHDr2_15_B",359,7,252,6292,7,5,1633.80360902785,4.97074696911342,1.97225464655754,NA,NA
"DBD:DHDr2_08_B:AD:DHDr2_16_A",833,38,165,18,7,5,40.4002378260729,-0.00889293498989774,0.28506726118821,0.919168991353057,NA
"DBD:DHDr2_08_B:AD:DHDr2_16_B",2409,31,376,72,23,2,82.0028450922474,-0.11128856411661,0.409526596316781,0.326886197084842,NA
"DBD:DHDr2_08_B:AD:DHDr2_17_A",1447,8,18,32,0,85,196.617988350902,0.680648290775269,1.39886880100917,0.0746501772960785,0.279231017381789
"DBD:DHDr2_08_B:AD:DHDr2_17_B",1965,68,68,38,16,1,55.1427138002354,-0.0479784768508336,0.358982038559243,0.640721352942069,NA
"DBD:DHDr2_08_B:AD:DHDr2_18_A",3014,644,421,50,12,6,180.90846200556,0.113461590470154,0.461078048942032,0.362054871190067,0.679717346462733
"DBD:DHDr2_08_B:AD:DHDr2_18_B",1110,24,422,22,25,1,54.1138579554989,-0.512212973726485,0.846997710479754,0.0386789883387067,NA
"DBD:DHDr2_08_B:AD:DHDr2_19_A",489,6405,239,1302,3,183,1683.79324842241,6.12829112945087,0.954541537620285,2.3246719996457e-11,1.31954194379889e-09
"DBD:DHDr2_08_B:AD:DHDr2_19_B",2205,366,422,100,28,40,217.684448194508,0.313357325490665,0.617472790024496,0.071091348512327,0.27037337821983
"DBD:DHDr2_08_B:AD:DHDr2_20_A",450,111,275,10,6,0,39.2999600132041,0.0027340891162654,0.385416416747737,0.980330619482284,NA
"DBD:DHDr2_08_B:AD:DHDr2_20_B",966,11,428,23,12,2,46.9035321252325,-0.297060830849865,0.683173688278687,0.104424211302327,NA
"DBD:DHDr2_08_B:AD:ZCON_150_LL_A",2360,348,293,50,28,4,126.512892094041,0.0470224109074148,0.328216955564614,0.624773453711249,0.855062161935739
"DBD:DHDr2_08_B:AD:ZCON_150_LL_B",1993,43,431,147,32,0,100.744644059421,-0.0278294617577655,0.377822086269168,0.797149076220365,NA
"DBD:DHDr2_08_B:AD:ZCON_150_resurf_A",2370,251,299,28,39,2,107.76593943015,-0.0187542251316324,0.320468952226279,0.84302417027382,NA
"DBD:DHDr2_08_B:AD:ZCON_150_resurf_B",1003,66,199,41,17,2,52.6378813395091,-0.01372438565066,0.27027560837282,0.872320402126572,NA
"DBD:DHDr2_08_B:AD:ZCON_152_A",742,17054,145,6791,5,0,4328.71348950226,6.63323651047059,1.59250745522206,2.56705920537266e-06,4.73862432991757e-05
"DBD:DHDr2_08_B:AD:ZCON_152_B",865,428,206,53,8,4,108.945090708933,0.424159231124861,0.849090952764833,0.0686839453061848,NA
"DBD:DHDr2_08_B:AD:ZCON_152_T2_A",2214,40,231,44,46,1,76.4523145684994,-0.244812951619526,0.591738583917109,0.124219494382787,NA
"DBD:DHDr2_08_B:AD:ZCON_152_T2_B",851,126,105,27,8,10,64.0626336363098,0.194155865665657,0.509159529449696,0.160909517320186,NA
"DBD:DHDr2_08_B:AD:ZCON_152_T4_A",331,24,189,3,18,0,24.8656049972184,-0.330559889787517,0.799930246432466,0.116655590106626,NA
"DBD:DHDr2_08_B:AD:ZCON_152_T4_B",788,1,265,8,10,0,27.4973759193639,-1.37738591527432,1.63909527407107,0.0157603012872288,NA
"DBD:DHDr2_08_B:AD:ZCON_154_LL_A",1935,161,470,83,70,27,175.021011599638,0.0401531326635497,0.271109324207915,0.643340058450246,0.867023055200246
"DBD:DHDr2_08_B:AD:ZCON_154_LL_B",1057,6620,423,7083,39,66,2988.19314946111,5.49574027356517,0.995047191182737,7.77430781447424e-09,2.46875047451241e-07
"DBD:DHDr2_08_B:AD:ZCON_154_resurf_A",10,22,341,38,30,1,43.9978097829738,-0.080933262675107,0.492427143815632,0.548113663449381,NA
"DBD:DHDr2_08_B:AD:ZCON_154_resurf_B",2683,35574,268,1157,14,7,5739.7324981014,5.82426855468595,1.49623623091399,1.03236051807301e-05,0.00017171974771317
"DBD:DHDr2_08_B:AD:ZCON_155_LL_A",4093,778,1023,128,102,374,1036.72007655117,1.04681770762873,1.35549635005739,0.0195472492839194,0.106798315469834
"DBD:DHDr2_08_B:AD:ZCON_155_LL_B",1084,35,280,105,37,19,112.040682166463,0.0738757749787543,0.345396985137686,0.459841696296778,NA
"DBD:DHDr2_08_B:AD:ZCON_155_cutT2_A",528,14,346,38,33,1,50.3994791245253,-0.173349254012046,0.524341917321981,0.214160361709555,NA
"DBD:DHDr2_08_B:AD:ZCON_155_cutT2_B",826,39,133,56,37,14,80.7992238327143,0.0509920425426031,0.319557769413136,0.589567422984689,NA
"DBD:DHDr2_08_B:AD:ZCON_155_cutT4_A",902,8,183,4,35,2,41.0007337056696,-1.69001097757412,1.45351427066989,0.00581751357203427,NA
"DBD:DHDr2_08_B:AD:ZCON_155_cutT4_B",59,0,165,15,51,0,35.5701711748835,-0.484757835115172,1.17214557689938,0.116256867833567,NA
"DBD:DHDr2_08_B:AD:ZCON_155_cutT5_A",163,11,78,1,30,0,21.2482916937408,-0.77495845598924,1.34404653027248,0.0465076076375735,NA
"DBD:DHDr2_08_B:AD:ZCON_155_cutT5_B",378,1,583,121,120,3,122.915071370024,-0.117091201293189,0.556699346551839,0.431368032406118,0.732551322047936
"DBD:DHDr2_08_B:AD:ZCON_155_resurf_A",2319,103,797,77,87,18,173.35297948043,-0.0670274185046673,0.286415250666477,0.460687432012514,0.754915834126391
"DBD:DHDr2_08_B:AD:ZCON_155_resurf_B",757,32,391,16,6,7,51.4450846920408,-0.0414517662377805,0.33396329125897,0.670294940962672,NA
"DBD:DHDr2_08_B:AD:ZCON_15_re_loop_LL_A",2420,66,347,98,31,19,130.490604013146,0.0300356341195953,0.28225955026385,0.731632525305192,0.904670332325436
"DBD:DHDr2_08_B:AD:ZCON_15_re_loop_LL_B",5302,317,252,44,62,23,206.399726187659,0.00383111698671693,0.30335005273932,0.966459851953487,0.98755494773195
"DBD:DHDr2_08_B:AD:ZCON_15_re_loop_resurf_A",844,118,220,34,15,22,96.7939674954669,0.219948455247989,0.539662963068884,0.134247108618025,NA
"DBD:DHDr2_08_B:AD:ZCON_15_re_loop_resurf_B",2311,840,237,167,11,28,267.735763454109,1.12223626776958,1.24935062998743,0.011982241725475,0.0734296351894493
"DBD:DHDr2_08_B:AD:ZCON_2_CC_A",1107,167,54,4,111,17,127.385217101226,-0.0138749002190665,0.402371739994485,0.904146894802452,0.968341168703377
"DBD:DHDr2_08_B:AD:ZCON_2_CC_B",1,0,2,0,2,1,3.03245262732048,-0.021746878770325,0.765375370003695,0.91772834557587,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_A",197,15,316,63,22,4,52.6319954588585,0.000835585558126813,0.333537853436961,0.99318596329352,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_B",2923,128,374,55,44,1,106.040706332131,-0.104775272129725,0.393020291971356,0.341208309724654,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_cutT2_A",1161,90,202,7,11,1,44.7477224195267,-0.0526196498996741,0.367722332038274,0.615188200369253,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_cutT2_B",2968,66,924,98,90,11,173.557557631945,-0.160078638554871,0.406147663022431,0.174609665264286,0.473092177783485
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_cutT4_A",1,6,146,33,16,3,29.1627978005045,0.011635968178031,0.477137659291217,0.931673992695216,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_cutT4_B",2330,230,382,39,42,0,107.948387853447,-0.0392191834741373,0.373921838755487,0.713348897067739,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_cutT6_A",46,0,208,10,22,1,24.4211457692876,-0.306000093445796,0.889074876792022,0.183256688737146,NA
"DBD:DHDr2_08_B:AD:ZCON_2_CC_resurf_cutT6_B",1,0,85,3,18,2,16.896288844763,-0.157131145215518,0.743406715829946,0.425287852617147,NA
"DBD:DHDr2_08_B:AD:ZCON_37_LL_A",850,66,374,50,33,10,84.2368488951239,-0.000647359804220779,0.256414869303868,0.993825143377714,NA
"DBD:DHDr2_08_B:AD:ZCON_37_LL_B",1255,113,424,52,40,5,92.0064782944549,-0.0363252183211863,0.260225813784808,0.670710071073905,NA
"DBD:DHDr2_08_B:AD:ZCON_37_resurf_A",523,20,229,17,8,3,33.0926069503776,-0.0700519930018949,0.337609555514289,0.476519142751877,NA
"DBD:DHDr2_08_B:AD:ZCON_37_resurf_B",351,8,158,25,12,3,30.1190372148273,-0.0327745411342584,0.324357875059157,0.731187278736794,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_A",59,21,45,17,18,19,56.5234576745901,0.330836778491613,0.836764778602837,0.130616233645941,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_B",1421,223,432,133,29,8,132.404164818541,0.106433664839297,0.32929617977162,0.289866521639811,0.610521277720957
"DBD:DHDr2_08_B:AD:ZCON_VR_2_cutT2_A",2012,320,123,12,27,5,102.708748578684,0.0540004970466807,0.381626433941055,0.616838505828678,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_cutT2_B",3551,294,509,74,25,3,144.212831912413,-0.00735533985471971,0.304190549250391,0.935777208131272,0.979653376680528
"DBD:DHDr2_08_B:AD:ZCON_VR_2_cutT4_A",7,1,216,8,43,2,35.7957162389839,-0.372760032460084,0.987768428933419,0.147007079058473,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_cutT4_B",564,99,352,55,47,0,72.832587404382,-0.0458537726655739,0.365886709688299,0.660825637351005,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_cutT6_A",2,1,292,58,39,0,45.9201954404321,-0.0862163783255145,0.624908083766001,0.615009128773014,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_cutT6_B",201,2,497,64,33,5,65.979166762657,-0.0498226925227271,0.425453145003009,0.676513443423005,NA
"DBD:DHDr2_08_B:AD:ZCON_VR_2_resurf_A",447,96,151,430,5,1,140.233670563829,1.3759061219415,1.60254947592657,0.0147585135007375,0.0859210382139087
"DBD:DHDr2_08_B:AD:ZCON_VR_2_resurf_B",1768,339,368,125,22,45,219.7498760518,0.673818573220198,0.916196776938367,0.0207460031488529,0.112151905117787
"DBD:DHDr2_08_B:AD:mALb8_A",1570,31,227,30,35,8,72.7255451485641,-0.0855826113381712,0.339660811809633,0.390542595563836,NA
"DBD:DHDr2_08_B:AD:mALb8_B",12,53,206,146,29,2,71.9140366392789,0.11425615592339,0.536356665049759,0.425951358738409,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT1_A",1798,17,231,36,15,0,49.6009887517779,-0.216049905817964,0.623120625000014,0.185000668502076,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT1_B",1055,28,262,31,43,8,71.8410315737027,-0.0818493876768119,0.338128905985748,0.409084899940828,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT2_A",1,1,150,6,18,0,16.6419022271978,-0.424070167152298,1.1256111017888,0.147064422389249,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT2_B",389,41,284,11,38,2,47.6390187883773,-0.202617650455583,0.54505395126345,0.164994622725018,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT3_A",2,15,318,65,29,0,46.2666250797284,-0.0402264056631643,0.530600767695581,0.787465350877265,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT3_B",2,0,160,8,25,0,20.7264357633898,-0.416654180569623,1.14737123228549,0.160105069544347,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT4_A",966,73,195,4390,28,0,1163.19838484024,2.84507645459045,2.31535849598741,NA,NA
"DBD:DHDr2_08_B:AD:mALb8_cutT4_B",503,0,167,9,9,2,23.5747288421601,-0.210133654061294,0.692239010501897,0.241622739824369,NA
"DBD:DHDr2_09_A:AD:A_ZCON_13",1595,281,241,20,28,4,97.6243877172256,0.0400790182386301,0.333480575483405,0.680330810840009,NA
"DBD:DHDr2_09_A:AD:A_ZCON_150",3723,113,619,172,40,3,155.615341036954,-0.035574953640538,0.308219577875293,0.699432594618211,0.890169117758211
"DBD:DHDr2_09_A:AD:A_ZCON_154",3071,11836,269,1170,102,27,2237.74502634435,3.83859013487054,1.42491857267579,0.000293778031950697,0.00331028794810947
"DBD:DHDr2_09_A:AD:A_ZCON_155",4096,137,445,86,102,4,165.119946886265,-0.163264077860099,0.440919758148606,0.186073458026052,0.489226789841245
"DBD:DHDr2_09_A:AD:A_ZCON_15_re_loop",4767,574,401,84,30,10,214.809632756786,0.0555842599749485,0.3409231301694,0.573469115669335,0.825134110980498
"DBD:DHDr2_09_A:AD:A_ZCON_162",2333,274,522,158,44,2,155.994408766762,0.0300679208027839,0.306393550031315,0.743107353651489,0.90637939643605
"DBD:DHDr2_09_A:AD:A_ZCON_37_3",1626,271,336,58,22,8,115.461973033619,0.0844342559913447,0.32956524794453,0.389187571662577,NA
"DBD:DHDr2_09_A:AD:A_ZCON_37",2449,276,144,52,49,9,130.512691517385,0.0343373922607046,0.30628986144494,0.708259631848891,0.895348432360604
"DBD:DHDr2_09_A:AD:A_ZCON_6",4205,125787,350,4592,49,11,20308.2753483055,6.6989753494728,1.49301148299747,6.91665362922628e-07,1.4407579876292e-05
"DBD:DHDr2_09_A:AD:B_ZCON_13",395,76,295,86,30,2,68.8564339816832,0.0296767860991694,0.307846132465282,0.747079379485816,NA
"DBD:DHDr2_09_A:AD:B_ZCON_150",1207,47,609,191,26,4,116.38898692058,0.0271283132287678,0.322929622225046,0.775565189093363,NA
"DBD:DHDr2_09_A:AD:B_ZCON_154",3493,2236,292,463,50,13,558.769674599795,1.21217909165262,1.37373644731237,0.0130975360280222,0.0788805187045739
"DBD:DHDr2_09_A:AD:B_ZCON_155",507,147,122,48,19,14,82.4970717347403,0.436191744942496,0.734415177175232,0.0417860842331638,NA
"DBD:DHDr2_09_A:AD:B_ZCON_15_re_loop",3295,2493,659,435,71,45,677.899477687712,1.68584589751023,1.26091658541623,0.00354768974443093,0.0274447344624546
"DBD:DHDr2_09_A:AD:B_ZCON_162",3625,18724,339,2217,25,158,3781.67045498639,5.3009872554891,1.05244503041174,1.17817476119008e-07,2.955851707494e-06
"DBD:DHDr2_09_A:AD:B_ZCON_37_3",3658,255,491,31,32,49,222.941158493467,0.0876376882909524,0.39405811023303,0.424934570643135,0.728623862682163
"DBD:DHDr2_09_A:AD:B_ZCON_37",2494,138,525,100,37,5,125.334005105805,-0.0275963787368044,0.263933120342346,0.745905897953963,0.906861067149493
"DBD:DHDr2_09_A:AD:B_ZCON_6",2599,89,223,20,35,6,86.6792967273839,-0.10591579668555,0.376899067739118,0.323603166212828,NA
"DBD:DHDr2_09_A:AD:DHDr2_00_A",1149,67,588,157,50,4,120.407743142216,-0.00586477752539594,0.292034251519778,0.947390130012698,0.981891112975586
"DBD:DHDr2_09_A:AD:DHDr2_00_B",1314,101,313,94,21,19,115.815588384581,0.133968593221322,0.374261304040708,0.223064700864604,NA
"DBD:DHDr2_09_A:AD:DHDr2_01_A",201,1,110,8,10,1,15.9753059007832,-0.218600868238044,0.670356056510667,0.209024793930563,NA
"DBD:DHDr2_09_A:AD:DHDr2_01_B",1609,192,193,20,11,4,74.2722710614418,0.0376014774074631,0.33126405038409,0.697774980198205,NA
"DBD:DHDr2_09_A:AD:DHDr2_02_A",1073,98,148,12,11,14,69.8297146577862,0.0908476004040915,0.39264489717413,0.407014765133593,NA
"DBD:DHDr2_09_A:AD:DHDr2_02_B",1744,5230,101,68,48,8,871.532442037894,2.47850360766294,1.96720411849735,NA,NA
"DBD:DHDr2_09_A:AD:DHDr2_03_A",1219,46,319,50,9,6,63.8556974568144,-0.00585973721732854,0.280153346780576,0.946166548325941,NA
"DBD:DHDr2_09_A:AD:DHDr2_03_B",2502,133,356,38,61,111,324.437390537435,0.273680154940326,0.720910284502321,0.1462117256322,0.42670144350631
"DBD:DHDr2_09_A:AD:DHDr2_04_A",779,15,434,300,22,7,130.90896564107,0.147621292128404,0.533426166395042,0.294919025147652,0.615171012032837
"DBD:DHDr2_09_A:AD:DHDr2_04_B",3574,53,409,31,48,74,245.270030635957,0.0970507294075128,0.459521207114005,0.436538149755027,0.738797046126235
"DBD:DHDr2_09_A:AD:DHDr2_05_A",3465,380,78,12,40,9,140.709085945517,0.0294334531626618,0.378532616939436,0.785950643857939,0.920499244008202
"DBD:DHDr2_09_A:AD:DHDr2_05_B",2010,6,942,89,77,6,135.815833202079,-0.20561239902181,0.600214276474207,0.191478681879843,0.497095022808339
"DBD:DHDr2_09_A:AD:DHDr2_06_A",1469,17,371,801,151,9,328.640228493068,0.111148664163806,0.520847430821869,0.425945561749554,0.729068524653119
"DBD:DHDr2_09_A:AD:DHDr2_06_B",244,9,357,29,20,3,42.444895867009,-0.0988842746037277,0.427298906251524,0.39810567133823,NA
"DBD:DHDr2_09_A:AD:DHDr2_07_A",1081,158,476,161,34,27,167.974788067139,0.234960154957695,0.498689133911699,0.0990771886663283,0.33550299309008
"DBD:DHDr2_09_A:AD:DHDr2_07_B",1521,282,300,82,14,6,112.725834073236,0.134493654414754,0.413268466013778,0.245677631248764,NA
"DBD:DHDr2_09_A:AD:DHDr2_08_A",1855,45,196,75,25,13,93.5654293438062,0.0261908070948814,0.288933030180985,0.767337062918243,NA
"DBD:DHDr2_09_A:AD:DHDr2_08_B",2672,16416,251,640,23,31,2761.02426869464,5.0046165939781,1.31051721696215,1.89127980178746e-05,0.000283442296366893
"DBD:DHDr2_09_A:AD:DHDr2_09_A",1537,361,260,30,23,23,148.029304618373,0.226707755328707,0.570651488906224,0.139033865975963,0.414817861627364
"DBD:DHDr2_09_A:AD:DHDr2_09_B",754,57,298,75,20,14,86.7354666903489,0.095569294048001,0.340665989874845,0.342715607865759,NA
"DBD:DHDr2_09_A:AD:DHDr2_10_A",795,74,272,35,28,11,76.2102210346449,0.0254488163298884,0.265933946112338,0.765335061199846,NA
"DBD:DHDr2_09_A:AD:DHDr2_10_B",1285,87,432,3318,39,1,913.102173639716,1.86666203166982,1.98141438217345,NA,NA
"DBD:DHDr2_09_A:AD:DHDr2_11_A",1426,99,190,38,13,3,61.4874453131547,0.00267254204610705,0.279083180205562,0.975379380461141,NA
"DBD:DHDr2_09_A:AD:DHDr2_11_B",2168,39463,438,5231,57,15,7404.42080243728,5.9120781520849,1.30275112242711,8.98021599110969e-07,1.77300699198387e-05
"DBD:DHDr2_09_A:AD:DHDr2_12_A",1777,76,192,163,4,8,99.794079492129,0.134613007779402,0.475336141161319,0.291807295061736,NA
"DBD:DHDr2_09_A:AD:DHDr2_12_B",1011,33,348,74,44,1,73.2787198064224,-0.082049117551141,0.374659771483422,0.437966044847824,NA
"DBD:DHDr2_09_A:AD:DHDr2_13_A",2202,517,265,94,51,28,218.957710119536,0.250429279535364,0.555445919805379,0.103196875770046,0.346098236980636
"DBD:DHDr2_09_A:AD:DHDr2_13_B",1392,117,207,53,42,2,79.9719262349917,-0.026382862918944,0.287129507663475,0.764921909639708,NA
"DBD:DHDr2_09_A:AD:DHDr2_14_A",846,154,210,41,11,2,61.8014039877329,0.0730218706942431,0.344517945871105,0.464184703678054,NA
"DBD:DHDr2_09_A:AD:DHDr2_14_B",1809,81,276,50,14,1,66.4625396958711,-0.0455239147675285,0.323821762116171,0.632718414795418,NA
"DBD:DHDr2_09_A:AD:DHDr2_15_A",2328,68,514,53,46,1,96.5926483054848,-0.224754007438496,0.540473408972667,0.127882124519622,NA
