"","trp1_l68","his1_l68","trp1_new_1_smaller","his1_new_1_smaller","trp1_new_2_smaller","his1_new_2_smaller","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:P6A:AD:P6A",0,10,102,38,10,52,56.1953828105586,0.533965402726446,1.12845641312508,0.102703332901501,NA
"DBD:P8A:AD:P8A",120,51,203,130,61,47,142.945547383362,1.11475717002758,1.08499667622078,0.00838837215955712,NA
"DBD:N2:AD:N2",694,1926,152,992,117,234,1540.4039671851,4.66266957100873,0.843481260874034,1.70104387537118e-08,1.64767779300659e-07
"DBD:AN3:AD:AN3",2166,108,1087,47,702,144,367.221535730485,-0.297221566513336,0.353661779051998,0.139204731943015,NA
"DBD:AN35:AD:AN35",2401,183,1023,49,849,244,462.561690859182,-0.097030832045978,0.332246472937868,0.608984828188329,NA
"DBD:BN3:AD:BN3",1323,30,240,16,108,33,119.683311324816,-0.263209337804015,0.507028181855006,0.183706511393117,NA
"DBD:BN35:AD:BN35",20508,1270,2231,203,1606,13676,7595.28976850258,0.533979740732842,1.01564081014634,0.0829484448987802,0.205943546799352
"DBD:BN4:AD:BN4",116,6,236,113,54,98,136.797422298363,0.646404994945223,0.925878181900454,0.0390284351432702,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_A139G",5,0,107,9,19,22,23.5008363045847,0.0667438678017275,0.750204451202242,0.764287621187455,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_A139G_A150G",4,0,145,8,21,9,19.9776738914591,-0.0363719744585186,0.781824790296703,0.874636570556915,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_D147G",458,14,156,6,39,20,51.5446326010062,-0.123942534582486,0.523601799214893,0.486906000812297,NA
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_E132A",60,1,127,6,16,11,20.8454996255529,-0.0469842412551128,0.694213129422095,0.822796062861628,NA
"DBD:PUMA_M144A_E158A:AD:PUMA_M144A_E158A",1,0,25,3,4,4,5.49782108576859,0.0589889044999626,1.0446096107641,0.835464900131954,NA
"DBD:PUMA_M144A_I137A:AD:PUMA_M144A_I137A",1864,113,421,32,335,65,234.97325269161,-0.158204560723324,0.372587010819067,0.39170356577637,NA
"DBD:PUMA_M144A_R143A:AD:PUMA_M144A_R143A",5691,275,724,80,573,95,553.676841623302,-0.220870544196014,0.388802457332335,0.246713625967985,NA
"DBD:PUMA_M144A_W133F:AD:PUMA_M144A_W133F",1,0,33,0,5,4,4.30143170208335,-0.0466997599722588,1.04650326830661,0.869482616427175,NA
"DBD:PUMA_M144A_Y152A:AD:PUMA_M144A_Y152A",3,1,119,5,15,8,15.889137907508,-0.0375596252104842,0.797670811219711,0.872577170820341,NA
"DBD:Jerala_P1:AD:Jerala_P1",0,1,243,35,47,41,58.6421219287581,0.10333320941023,0.620159006098588,0.592059286229807,NA
"DBD:Jerala_P2:AD:Jerala_P2",6,3,400,54,97,67,96.9641159609739,0.107316730865259,0.510217673576381,0.540020544422579,NA
"DBD:Jerala_P3:AD:Jerala_P3",108,3,637,275,529,178,339.205687780173,0.164147374233186,0.628320380603061,0.404785386966535,NA
"DBD:Jerala_P5:AD:Jerala_P5",617,38,785,562,789,569,748.029991329558,0.776788032716117,0.840760169349199,0.0157951347455205,NA
"DBD:Jerala_P6:AD:Jerala_P6",0,2,141,29,63,47,53.1980094156621,0.152235975725187,0.67515488147318,0.457769461201312,NA
"DBD:Jerala_P7:AD:Jerala_P7",444,65,513,32,344,111,179.088608679077,0.0257212020500193,0.359870854672356,0.884997178955833,NA
"DBD:Jerala_P10:AD:Jerala_P10",0,1,105,21,12,27,32.1616292958199,0.174152240475425,0.815350181662984,0.459435979807269,NA
"DBD:Jerala_P12:AD:Jerala_P12",195,46,1295,160,587,204,349.865586392709,0.0955510138935262,0.379351700297391,0.588168063406444,NA
"DBD:N6:AD:N5",1736,47795,1361,3206,697,24709,32279.6551335371,6.81696833545253,0.882423550510467,3.01425011445806e-15,5.31799841622243e-14
"DBD:N7:AD:N5",12510,1449,2432,139,1247,222,1600.70228677396,-0.016291549578258,0.395695893661896,0.922438420748534,0.951324801356526
"DBD:N8:AD:N5",5670,442,1957,718,1536,1136,1616.81855601294,0.288790034079034,0.434493792113763,0.147657542261368,0.286050297557316
"DBD:P5A:AD:N5",9520,3111,2320,14879,1333,1200,11410.1906351458,3.15169459011159,1.60137834352495,0.000920935946657824,0.00561657231665389
"DBD:P6A:AD:N5",4045,178054,1543,27108,1031,18083,97764.3313394675,7.66103919719825,0.904496245831758,4.70226575533023e-18,1.36642310772537e-16
"DBD:P7A:AD:N5",6526,1561,2599,220,1702,1580,2061.3575970551,0.287565604156999,0.494457354125166,0.153376079158894,0.293673577924394
"DBD:P8A:AD:N5",6325,615,3068,293,1848,6394,3773.95229236982,0.600832567559119,0.966501367768312,NA,NA
"DBD:N1:AD:N5",1772,268,1602,523,1262,641,999.473026936588,0.429967715126493,0.444096924512524,0.0497001985093942,NA
"DBD:N2:AD:N5",10890,891,2249,145,1974,477,1472.30945375805,-0.0707715565691868,0.374517205693215,0.686658201745186,0.794400823564688
"DBD:AN3:AD:N5",19968,1707,5983,1495,4307,6392,5973.05310613999,0.249921483938012,0.562270446596959,0.211066809353297,0.359541392484582
"DBD:AN35:AD:N5",10444,1662,6880,3858,4467,1171,4832.67204395848,0.269120516149075,0.567145484192059,0.18594945101275,0.32574123688049
"DBD:AN4:AD:N5",5882,68516,1750,20160,772,7264,43883.5432533809,6.32852179485765,0.893059328655737,4.4368310889386e-13,6.26227016553048e-12
"DBD:BN3:AD:N5",13710,957,4802,313,2531,352,1887.56388422867,-0.152592468674954,0.392944355511104,0.399152550442743,0.563375314053472
"DBD:BN35:AD:N5",35243,3505,4548,4344,2685,473,6349.50512449232,0.147877546354519,0.522497818118176,0.413668473102013,0.576128993925726
"DBD:BN4:AD:N5",15576,97652,4643,15872,2571,6503,53810.0717550313,5.16117402707146,0.93903757768995,1.77115212011027e-08,1.68259451410476e-07
"DBD:PUMA_M144A_A139G:AD:N5",9771,905,2676,262,1931,514,1537.3373345366,-0.0197902865157571,0.360102394695644,0.911283952035557,0.945744269549507
"DBD:PUMA_M144A_A139G_A150G:AD:N5",5561,383,2643,144,1444,431,980.720232929969,-0.127366462904107,0.333476517172281,0.504264014638077,NA
"DBD:PUMA_M144A_D147G:AD:N5",7648,1832,2524,168,1716,1038,1959.95649868991,0.203124518060494,0.445185217296083,0.274479220936024,0.427737334834057
"DBD:PUMA_M144A_E132A:AD:N5",10325,581,2761,158,1800,246,1244.79504862483,-0.242933300223708,0.399367763060914,0.208349417019049,NA
"DBD:PUMA_M144A_E136G:AD:N5",7547,638,2373,225,1647,199,1127.48151629261,-0.116658480956555,0.355169493394192,0.527033172416389,NA
"DBD:PUMA_M144A_E158A:AD:N5",11916,593,3216,166,1829,286,1372.40695161847,-0.260576104940808,0.417478766449439,0.181857080547172,NA
"DBD:PUMA_M144A_I137A:AD:N5",4758,271,2309,131,1351,132,735.492166720318,-0.403743270266289,0.374439353392153,0.0557812572338805,NA
"DBD:PUMA_M144A_R143A:AD:N5",6400,591,2048,234,1323,128,980.315125170894,-0.0838271771116473,0.352526723112707,0.646751392672458,NA
"DBD:PUMA_M144A_W133F:AD:N5",4418,257,845,48,371,63,445.099798092668,-0.208395136250126,0.397719812763982,0.268484754030402,NA
"DBD:PUMA_M144A_Y152A:AD:N5",6248,426,2078,183,1200,164,879.525142524984,-0.180779910566209,0.347408884250234,0.344783969513116,NA
"DBD:Jerala_P1:AD:N5",1038,59,4959,1338,2704,2710,2596.25548350003,0.308455287813141,0.664778850258036,0.161629989810176,0.303845307114557
"DBD:Jerala_P2:AD:N5",2064,86,3557,529,1774,293,968.794821847994,-0.0122294996409563,0.362243954235121,0.944830981244892,NA
"DBD:Jerala_P3:AD:N5",1197,94,2522,208,1217,249,601.894842750481,-0.0979437488832916,0.339408870559787,0.601780929510583,NA
"DBD:Jerala_P4:AD:N5",1841,121,4681,387,3562,13520,6700.94118472705,0.906101320990875,1.38565977560511,NA,NA
"DBD:Jerala_P5:AD:N5",1048,111,2842,11005,1706,300,7169.41537900099,2.26527116058218,2.01288408094255,NA,NA
"DBD:Jerala_P6:AD:N5",1563,81523,2189,31906,1212,22053,62401.0162540797,7.32201270439476,0.77450274485362,7.37826601188444e-22,3.31351219079174e-20
"DBD:Jerala_P7:AD:N5",1669,157,2054,340,1302,150,665.33170753166,-0.00300599154289617,0.334361833441388,0.98717327036722,NA
"DBD:Jerala_P8:AD:N5",3569,8183,2091,117,1249,188,3941.7730677699,1.16921270914575,1.49147068072512,NA,NA
"DBD:Jerala_P9:AD:N5",1949,2401,1498,1682,1356,3534,3802.50400910557,3.13504248432324,1.10790705604755,0.000151526834075688,0.00116959775052171
"DBD:Jerala_P10:AD:N5",3365,152,2678,7591,1948,898,5505.54608988623,1.42441757820208,1.62220984883948,0.0142999919926789,0.0561467237725032
"DBD:Jerala_P11:AD:N5",1327,214,1985,383,1460,911,1031.31853507181,0.329156354039991,0.432670378484289,0.108839146550345,NA
"DBD:Jerala_P12:AD:N5",2438,320,2265,221,1438,4204,2426.37803904677,0.813676169925666,1.07822304036506,NA,NA
"DBD:N7:AD:N6",5889,6645,912,1181,713,98,3880.29901442338,1.41054012782884,1.57019651150158,0.0132540993327924,0.0536682382819627
"DBD:N8:AD:N6",3818,554,1074,145,768,85,663.451837694908,0.0465784042271299,0.350512421998878,0.797831161270124,NA
"DBD:P5A:AD:N6",2659,74455,1261,21887,572,34128,58474.9226652288,7.61265412445324,0.746068799231642,3.84564308129569e-25,4.74936920540018e-23
"DBD:P6A:AD:N6",4449,367,1696,12058,923,190,7858.08867615773,2.75606213713852,1.99756146745605,NA,NA
"DBD:P7A:AD:N6",2867,193,1529,9581,1162,307,6294.24916098355,2.62903866180652,1.97133794161624,NA,NA
"DBD:P8A:AD:N6",4970,370,2041,192,1075,214,811.98152327973,-0.123001995684197,0.324328822871892,0.523180763389583,NA
"DBD:N1:AD:N6",1052,183,1184,89,841,9483,4321.39349121775,3.09835029106243,1.9217760298035,NA,NA
"DBD:N2:AD:N6",8146,706,1249,163,979,2812,2105.12823717497,0.338979839168796,0.623321499023152,0.12465423047367,0.257264825902602
"DBD:AN3:AD:N6",11521,1179,3718,189,2836,284,1743.39880462361,-0.107850779756879,0.390261127491491,0.539197013176799,0.67989445122916
"DBD:AN35:AD:N6",8650,3661,3459,522,2632,319,2820.33598729233,0.219651062896073,0.515248372974483,0.250415740218228,0.402770652564012
"DBD:AN4:AD:N6",5200,606,1572,101,795,262,827.350197310829,0.014373968196466,0.346557980983389,0.937252817184799,NA
"DBD:BN3:AD:N6",9193,926,2243,2266,1449,744,2743.53176172867,0.368082129941117,0.627550954893681,0.103596849664574,0.232622016974089
"DBD:BN35:AD:N6",13955,2269,2257,12184,1794,4091,10898.1383185249,2.34348456621155,1.60729834119708,0.00256014657390932,0.013454387313949
"DBD:BN4:AD:N6",5792,58615,2445,21955,1444,8353,41437.2481841911,5.98048926673075,0.83192501200518,2.39346051624808e-13,3.47755733831338e-12
"DBD:PUMA_M144A_A139G:AD:N6",1530,116,1473,9388,1206,305,6088.33016091524,2.95638138133781,2.00641799887225,NA,NA
"DBD:PUMA_M144A_A139G_A150G:AD:N6",4403,258,1267,141,1096,170,645.419370444825,-0.201646174188067,0.328547475976993,0.302809416667216,NA
"DBD:PUMA_M144A_D147G:AD:N6",5945,258,1364,671,910,92,985.214458566702,0.0705656331372556,0.376925946618504,0.686409740923778,NA
"DBD:PUMA_M144A_E132A:AD:N6",4387,212,1783,111,1362,565,833.080209198031,-0.052156349252186,0.338357785297748,0.77948337313567,NA
"DBD:PUMA_M144A_E136G:AD:N6",4486,298,1374,9139,1052,526,6214.51261591429,2.39289522819315,1.89642912856745,NA,NA
"DBD:PUMA_M144A_E158A:AD:N6",4359,203,1304,7361,1044,88,4913.92895930057,1.58706287661168,1.77390530933032,NA,NA
"DBD:PUMA_M144A_I137A:AD:N6",2955,200,1406,182,1030,206,599.932371137966,-0.0862728607032575,0.305076092830941,0.658845044073104,NA
"DBD:PUMA_M144A_R143A:AD:N6",5452,239,868,73,547,125,543.18096665295,-0.245854482243879,0.384732851969621,0.205464980579315,NA
"DBD:PUMA_M144A_W133F:AD:N6",4228,258,515,27,310,40,388.067708754635,-0.180467019350855,0.420843213354204,0.323480007019564,NA
"DBD:PUMA_M144A_Y152A:AD:N6",4405,257,1311,101,1053,292,670.808475168601,-0.139254823971912,0.328211508690908,0.469415594230028,NA
"DBD:Jerala_P1:AD:N6",1823,147,3853,42912,2134,403,26506.0127355949,4.93739123126565,1.51847417613564,NA,NA
"DBD:Jerala_P2:AD:N6",595,100,1820,149,1285,296,525.260754407291,-0.023028612484271,0.345940583622461,0.899820391464238,NA
"DBD:Jerala_P3:AD:N6",745,131,1143,165,971,56,379.082646279505,-0.0556453399819106,0.347899262180876,0.761183643935528,NA
"DBD:Jerala_P4:AD:N6",1453,231,2974,247,1853,297,805.907768183094,-0.0814389289866808,0.331780402111534,0.6669727623505,NA
"DBD:Jerala_P5:AD:N6",397,13640,1255,27143,858,22542,31573.3891874995,7.13258953473687,0.859076830159826,2.44454100642553e-17,6.70890698430118e-16
"DBD:Jerala_P6:AD:N6",606,76,1268,124,930,118,355.465616692225,-0.10746311731878,0.347094745287892,0.56342190098138,NA
"DBD:Jerala_P7:AD:N6",1571,208,1237,72,846,34423,14834.0470025503,5.249382388416,1.55475465858843,NA,NA
"DBD:Jerala_P8:AD:N6",1118,119,1355,273,688,217,507.587191013069,0.197250177220303,0.340506754544748,0.308616125697308,NA
"DBD:Jerala_P9:AD:N6",555,45,1071,71,995,118,302.860003699873,-0.224721873419203,0.383770851742892,0.240720551775014,NA
"DBD:Jerala_P10:AD:N6",813,70,1212,159,1042,202,426.162699478496,-0.0158074643002719,0.340389449542639,0.931866431996325,NA
"DBD:Jerala_P11:AD:N6",2198,523,1261,377,730,462,885.371632759173,0.681149482512075,0.492349945675169,0.00669511483663168,NA
"DBD:Jerala_P12:AD:N6",1779,141,1265,90,1158,152,450.364337918808,-0.257680013286533,0.32376155996297,0.19597954670401,NA
"DBD:N8:AD:N7",2821,142539,1906,19006,1272,5485,72936.3090893656,7.23010696446808,0.968502474407821,1.87921280010096e-14,3.20114180430992e-13
"DBD:P5A:AD:N7",9521,1079,2971,660,1895,31965,15075.3925486783,3.24657049448937,1.72701704051989,NA,NA
"DBD:P6A:AD:N7",6648,789,2963,22694,1646,841,14934.283800618,3.70581055730833,1.65451070821544,NA,NA
"DBD:P7A:AD:N7",7401,717,3091,1408,1286,5035,3905.11227992104,0.798974413161168,1.05745283528664,0.0269162860982142,0.0898421981926879
"DBD:P8A:AD:N7",3727,157743,2387,46925,1108,27004,105061.191804695,7.65639116655213,0.82587659379101,3.60834240287021e-21,1.48543428918157e-19
"DBD:N1:AD:N7",2818,298,1051,267,758,2735,1698.93057171492,1.21200941467722,1.16849232007009,NA,NA
"DBD:N2:AD:N7",6883,584,2812,1592,1601,614,2093.45373393321,0.276002985837289,0.487273413938369,0.16570644657794,0.305040526133696
"DBD:AN3:AD:N7",16107,2005,7264,464,4137,2078,3558.25244703362,0.0580455770580817,0.403464733951786,0.730224235969001,0.823586238741293
"DBD:AN35:AD:N7",10802,1038,8515,844,4152,622,2622.74731490004,-0.0538935076113934,0.378052115085679,0.755770622478635,0.844684813358475
"DBD:AN4:AD:N7",7530,899,1874,118,1222,204,1098.15200969744,-0.0255443262781955,0.366737055315038,0.884224824912033,NA
"DBD:BN3:AD:N7",18054,3485,4563,343,2068,22692,12470.3992112451,1.40181609451791,1.54445201834388,0.0127980996736523,0.0531282457040692
"DBD:BN35:AD:N7",28228,3613,4646,1431,2737,14891,10413.6113231655,0.62343994150184,0.976066787532257,0.0491605211199562,0.141193589728246
"DBD:BN4:AD:N7",14499,3546,6022,4031,3678,791,5598.3072569681,0.323793226062197,0.646517035665055,0.142412557812834,0.280286069958327
"DBD:PUMA_M144A_A139G:AD:N7",3888,306,2915,898,1780,268,1310.53593283684,0.131787781466243,0.377272342862046,0.466107777107547,NA
"DBD:PUMA_M144A_A139G_A150G:AD:N7",5515,569,3535,618,1546,159,1291.73246097456,0.0289644830073202,0.35987299441975,0.870676557203002,NA
"DBD:PUMA_M144A_D147G:AD:N7",5637,388,3101,143,1305,384,980.422732611347,-0.164878382454168,0.337407291449562,0.390542519636675,NA
"DBD:PUMA_M144A_E132A:AD:N7",6394,485,3763,218,2544,408,1275.4809134088,-0.201672604450251,0.349394178888563,0.295567019049746,NA
"DBD:PUMA_M144A_E136G:AD:N7",5646,562,3107,302,1994,30826,14017.4047365502,3.34838853345064,1.82796271510823,NA,NA
"DBD:PUMA_M144A_E158A:AD:N7",8525,622,3958,2565,2547,730,2980.87883402078,0.249333104371891,0.526550805041807,0.205334260024431,0.353432489380032
"DBD:PUMA_M144A_I137A:AD:N7",4585,527,2571,191,1600,259,964.641382794461,-0.0843648061503551,0.327288581699153,0.658069331345066,NA
"DBD:PUMA_M144A_R143A:AD:N7",9015,604,2275,146,1226,228,1093.71232597341,-0.160863830614095,0.372502179904108,0.384614423363218,NA
"DBD:PUMA_M144A_W133F:AD:N7",3815,350,728,411,307,74,665.677707403675,0.195636672819718,0.399508178552632,0.293862079256814,NA
"DBD:PUMA_M144A_Y152A:AD:N7",6537,513,3604,976,2079,323,1655.20588068838,0.0846003263673723,0.373548689702048,0.632360119253283,0.756464695354892
"DBD:Jerala_P1:AD:N7",589,72,6975,575,3137,9190,5019.11877215202,0.508216404870649,1.01758935812618,0.0947713193960833,0.218771176549837
"DBD:Jerala_P2:AD:N7",1092,64,3945,6746,2206,256,4698.64338158101,0.880939112714787,1.37253526326889,NA,NA
"DBD:Jerala_P3:AD:N7",3317,271,2821,153,1551,573,923.447610689801,-0.0348511803176065,0.329772693912697,0.85352939968099,NA
"DBD:Jerala_P4:AD:N7",1811,166,4793,388,2831,5516,3286.63638951046,0.412357973294138,0.805362406604836,0.106991527050666,0.237763082380877
"DBD:Jerala_P5:AD:N7",1700,348,2668,259,1459,321,823.266720142686,0.0566007045025883,0.320128734821675,0.768040717092773,NA
"DBD:Jerala_P6:AD:N7",1157,149,2377,6320,1783,1241,4754.06538897261,1.89830804706368,1.75659690823593,0.00725368274517286,0.0344549930395711
"DBD:Jerala_P7:AD:N7",2142,305,2523,105,1115,579,797.057751602486,0.0773491912655973,0.336614892957629,0.680201685988122,NA
"DBD:Jerala_P8:AD:N7",575,4228,2756,16781,1418,37514,27925.296594465,6.01322207490527,0.979181408022272,2.90109176216464e-10,3.33288216397519e-09
"DBD:Jerala_P9:AD:N7",1185,159,1874,84,752,4896,2419.98549166355,1.55977929406215,1.56816113140525,NA,NA
"DBD:Jerala_P10:AD:N7",771,16237,2634,11670,1420,42198,31789.1087833078,6.26365774302066,0.860911543352594,1.14215157769195e-13,1.70976630115098e-12
"DBD:Jerala_P11:AD:N7",3133,336,2514,461,1150,685,1114.25941688129,0.258892852184597,0.361335794208944,0.188893801109255,NA
"DBD:Jerala_P12:AD:N7",2472,287,3816,273,1932,465,1020.62811965679,-0.0597761680634378,0.331847250461972,0.751289017014253,NA
"DBD:P5A:AD:N8",7969,585,2502,107,1425,263,1065.82168456958,-0.175927422593363,0.370502719826761,0.346985596995731,NA
"DBD:P6A:AD:N8",7340,875,1443,1830,1106,144,2042.79575548232,0.333679360725441,0.614953690770501,0.127578560692816,0.260216977310907
"DBD:P7A:AD:N8",4493,212699,2760,49387,1104,41285,135291.865148524,7.81868637796963,0.848513602304034,5.66018963922835e-21,2.15087206290677e-19
"DBD:P8A:AD:N8",11174,831,1894,971,1363,285,1790.5987756242,0.0965324611038466,0.39766409940299,0.577098615558434,0.705660188331352
"DBD:N1:AD:N8",1170,183,1122,225,923,1402,1014.87832908539,0.8347213409071,0.830910357623317,0.0112686976591076,NA
"DBD:N2:AD:N8",7260,607,2590,149,1352,9457,4932.84689330114,0.881972538209733,1.29273559324477,0.0339262632963193,0.107433167105011
"DBD:AN3:AD:N8",17835,1248,5269,220,3917,515,2370.29779405728,-0.16413672768976,0.424694532487223,0.36199436722602,0.527539693643301
"DBD:AN35:AD:N8",8466,851,5517,352,4058,627,1952.80642865882,-0.113391585249867,0.366178132514819,0.531744824129704,0.67989445122916
"DBD:AN4:AD:N8",5657,476,1221,657,1319,2913,2272.7220537092,0.644998478857245,0.854522096421735,0.0328107209618746,0.104570942936555
"DBD:BN3:AD:N8",16213,1164,3213,256,2204,352,1915.53457366752,-0.107749492839827,0.398669133370585,0.536494230418193,0.67989445122916
"DBD:BN35:AD:N8",27606,2097,3674,286,2163,363,2846.32722544263,-0.0738394965730793,0.434389057333646,0.659184175922178,0.775847026624192
"DBD:BN4:AD:N8",15376,1059,4372,1362,2876,499,2701.43515206406,0.0445351508476553,0.395461557637153,0.79172503642099,0.869138151093264
"DBD:PUMA_M144A_A139G:AD:N8",2733,1668,2400,230,1692,6382,3951.20013840019,1.51898190282414,1.48670974437203,0.00848648262959678,0.0377686704416289
"DBD:PUMA_M144A_A139G_A150G:AD:N8",6037,442,3045,143,1861,243,1013.64145886044,-0.274774709607037,0.359847541170444,0.166713279855051,NA
"DBD:PUMA_M144A_D147G:AD:N8",9398,532,2039,80,1249,209,1020.67220424532,-0.237490598851889,0.408779277444218,0.216040263534254,NA
"DBD:PUMA_M144A_E132A:AD:N8",8433,315,2562,127,1431,154,945.155619471919,-0.501099299755707,0.493512022956352,0.0312053524004353,NA
"DBD:PUMA_M144A_E136G:AD:N8",5929,447,2391,119,1614,198,911.660804360239,-0.250197944088188,0.35973535797894,0.202418972166884,NA
"DBD:PUMA_M144A_E158A:AD:N8",6089,285,2625,142,1482,5104,2929.61201881458,0.450282113916647,0.828066757027645,NA,NA
"DBD:PUMA_M144A_I137A:AD:N8",5816,918,1892,2241,967,209,2281.87656243456,0.53519535843837,0.810831752093347,0.0535510677055247,0.150673664795537
"DBD:PUMA_M144A_R143A:AD:N8",4560,288,1518,87,1153,150,645.384514359503,-0.295666490770732,0.355200425752585,0.140942948019431,NA
"DBD:PUMA_M144A_W133F:AD:N8",4756,335,954,40,413,49,492.487627864682,-0.178794242552773,0.400546702277141,0.330836890071299,NA
"DBD:PUMA_M144A_Y152A:AD:N8",6862,444,2342,242,1256,149,965.110572517433,-0.166197085503399,0.353734606825547,0.379095642650572,NA
"DBD:Jerala_P1:AD:N8",1875,154,4835,354,3008,2460,1999.72813526482,0.164711015759299,0.465062298746515,0.359599495045747,0.527128043182787
"DBD:Jerala_P2:AD:N8",2218,135,2896,192,1514,267,714.935699997318,-0.223585673244531,0.334023892026007,0.254964181865346,NA
"DBD:Jerala_P3:AD:N8",830,50,2140,51,1125,1729,1062.5070227853,0.30224563810959,0.585657421090575,NA,NA
"DBD:Jerala_P4:AD:N8",2182,181,4134,253,3247,479,1111.00280951483,-0.187595477486545,0.372232863994596,0.318786414821841,NA
"DBD:Jerala_P5:AD:N8",2686,370,2189,124,1164,275,715.26486554853,-0.0454902134278,0.312537918941495,0.814198642647584,NA
"DBD:Jerala_P6:AD:N8",2420,197,2203,195,1389,402,751.812756464198,-0.0245647750623513,0.315150721950532,0.898618387689742,NA
"DBD:Jerala_P7:AD:N8",1012,21930,2389,9623,1111,1721,15857.5283127099,5.33462597191352,1.04816810262403,1.47350167693382e-07,1.29983897929519e-06
"DBD:Jerala_P8:AD:N8",1266,92,1741,160,823,8702,4040.51167374494,2.40652222185633,1.91062318395656,NA,NA
"DBD:Jerala_P9:AD:N8",1615,3914,1522,473,1092,757,2494.72664296397,2.22513859014892,1.34773396489513,0.00144733387655442,0.00861425222913112
"DBD:Jerala_P10:AD:N8",1569,189,2148,92,1345,375,630.269473379838,-0.073759836096945,0.329159277429914,0.69753882079681,NA
"DBD:Jerala_P11:AD:N8",3355,441,7753,1662,750,455,2079.19933830157,0.17470837030947,0.464137670690845,0.335413540083155,0.502103905457814
"DBD:Jerala_P12:AD:N8",749,38,2820,219,1879,263,657.309620232269,-0.152234172849247,0.385596901369433,0.402705953232351,NA
"DBD:P6A:AD:P5A",4380,184122,1935,53995,1114,39612,125496.315699038,7.90236123733747,0.825060135429312,1.7375080358287e-22,1.07291121212422e-20
"DBD:P7A:AD:P5A",6688,407,4250,23509,2320,498,15271.8177258308,2.96009655618074,1.89176227572981,NA,NA
"DBD:P8A:AD:P5A",10628,24971,3538,978,1242,195,11792.1413441199,2.13351090470285,1.85715168409558,0.00600694180541529,0.0290924436458348
"DBD:N1:AD:P5A",2169,437,1396,231,705,593,822.040626258473,0.511160233594886,0.417518821777001,0.0229942775674227,NA
"DBD:N2:AD:P5A",6012,494,4655,4919,2504,550,4193.7754316443,0.474071190943656,0.854590937116906,NA,NA
"DBD:AN3:AD:P5A",13046,1489,8760,1488,5027,1028,3567.92534782309,0.0473871532199765,0.392861076727905,0.779602901114011,0.860265185773114
"DBD:AN35:AD:P5A",6614,608,8975,1514,6154,8699,6291.22939354582,0.324429505999148,0.690056840162023,0.151294737917524,0.290815566269482
"DBD:AN4:AD:P5A",8375,2649,1681,730,1155,376,2278.2387816641,0.352844241955572,0.605465658904948,0.110822935654861,0.237763082380877
"DBD:BN3:AD:P5A",13673,1334,4966,3407,2973,9935,7981.556405542,0.873679458692342,1.14874836167528,0.0250507716152767,0.0853453874341151
"DBD:BN35:AD:P5A",20755,2087,6545,1287,3972,786,3683.95884357661,0.0332532707456706,0.401959745440698,0.842058198081674,0.910233588298352
"DBD:BN4:AD:P5A",17894,1344,6061,2129,4858,771,3810.02176964227,0.0648903701250355,0.412806019099559,0.698983219549602,0.803448007653883
"DBD:PUMA_M144A_A139G:AD:P5A",6209,464,4035,213,2522,6079,3654.92844640624,0.389343852867119,0.763148863785118,NA,NA
"DBD:PUMA_M144A_A139G_A150G:AD:P5A",6763,603,3068,131,1679,248,1089.80818663125,-0.17722971865883,0.360594387896357,0.347830616995734,NA
"DBD:PUMA_M144A_D147G:AD:P5A",8432,445,4182,1009,2467,325,1806.11480436779,0.0152880839479365,0.373795094729644,0.929531228055305,0.952673084355437
"DBD:PUMA_M144A_E132A:AD:P5A",8340,433,5688,372,2681,331,1533.70802130084,-0.263818434833927,0.388335716745588,0.178946235398701,0.318514399953175
"DBD:PUMA_M144A_E136G:AD:P5A",5054,316,3850,27637,2309,601,17655.8736855887,3.71188546168887,1.76701005563669,NA,NA
"DBD:PUMA_M144A_E158A:AD:P5A",6978,450,5192,359,2534,2528,2351.12420633107,0.138353416552095,0.423816187347254,0.432261231383333,0.591317107101116
"DBD:PUMA_M144A_I137A:AD:P5A",5120,542,4045,243,1800,204,1114.98969744182,-0.167489772866749,0.34772390830064,0.37857105486179,NA
"DBD:PUMA_M144A_R143A:AD:P5A",6734,454,2529,2119,1806,236,2193.40037688622,0.257425447633423,0.536140005117323,0.19566131040136,0.340340448374196
"DBD:PUMA_M144A_W133F:AD:P5A",5272,378,1618,52,735,290,715.550382380674,-0.109159063807441,0.353647910530493,0.553594630360984,NA
"DBD:PUMA_M144A_Y152A:AD:P5A",6084,319,2885,2235,2082,161,2197.52342396841,0.224687465159702,0.528199647319444,0.243990429981385,0.396484448719751
"DBD:Jerala_P1:AD:P5A",1744,112,7567,511,4907,1248,1924.67878925004,-0.0431913405642144,0.407464182487286,0.79554433802471,0.871394463379616
"DBD:Jerala_P2:AD:P5A",964,70,4869,212,2638,556,1004.21860333475,-0.143701947097451,0.398632343936785,0.42228287082233,NA
"DBD:Jerala_P3:AD:P5A",1039,58,3558,332,2387,12405,5948.79230105396,1.25174005643469,1.64184490459159,NA,NA
