"","trp1_l45","his1_l45","trp1_l66","his1_l66","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:alphaBCLB:AD:Bcl-2",6562,1534,1201,169,1323.39019902719,-0.604289473840167,0.480087127151943,0.148206292650183,0.314588828738596
"DBD:alphaBCLB:AD:Bcl-B",30109,164246,610,1507,36561.8866471431,2.0428073807241,1.32073649618139,0.0145541435436739,0.0574505666197655
"DBD:alphaBCLB:AD:Bcl-w",4554,417,2684,286,1628.83626211932,-1.12868888611682,0.824533720827344,0.0711741306014035,0.184533505905578
"DBD:alphaBCLB:AD:Bcl-xL",4418,985,1606,199,1257.06417679905,-0.80572962448887,0.547522465610098,0.0815374045199989,0.206133887831458
"DBD:alphaBCLB:AD:Bfl-1",11961,4222,1372,160,2245.75394609712,-0.161105336294928,0.722992179718788,0.774195203044664,0.9536910483072
"DBD:alphaBCLB:AD:FECM04",14578,2742,938,153,1950.77886415695,-0.504383874625843,0.723669139426433,0.370299836484766,0.613258026803411
"DBD:alphaBCLB:AD:Mcl1[151-321]",21979,8049,2019,194,3897.49728567701,-0.104715689230254,0.803832325298198,0.86127354227025,0.973951235800064
"DBD:alphaBCLB:AD:XCDP07",4159,498,314,23,493.507539251891,-1.0405395625274,0.829575292176765,0.0959868123222016,0.227337187078898
"DBD:alphaBCLB:AD:alphaBCL2",19627,1598,1128,188,2140.48983958177,-1.19630655648046,0.751319754834776,0.0425648368846562,0.124377770117502
"DBD:alphaBCLB:AD:alphaBCLB",8010,3249,74,9,1181.63605885929,0.0945549708533166,1.25991013965345,0.887377792617836,0.973951235800064
"DBD:alphaBCLB:AD:alphaBFL1",24575,3957,1001,112,2790.24924472473,-0.571668345806881,0.897053165246372,0.373405998542521,0.613258026803411
"DBD:alphaBCLB:AD:alphaMCL1",21093,2722,762,87,2215.72008228488,-0.752031129760264,0.901484029360953,0.246177461480338,0.465461586832573
"DBD:alphaBFL1:AD:2CDP06",13920,787,1272,121,1602.38674712868,-1.92583145470732,0.588123592398909,0.000208361589853947,0.00241578642301448
"DBD:alphaBFL1:AD:BCDP01",12476,3366,1082,755,2656.15193205465,0.259669372657687,0.599747177228578,0.599560208119015,0.837894700787444
"DBD:alphaBFL1:AD:BECM01",10172,1822,1092,347,1761.12042855177,-0.347255764517,0.490017206907501,0.414425015696403,0.638668688573223
"DBD:alphaBFL1:AD:Bcl-2",4698,4483,1834,5279,7622.83060827369,1.76485817175315,1.09270363991843,0.0219287205265031,0.0770931581009873
"DBD:alphaBFL1:AD:Bcl-B",34596,12615,1516,198,5418.06854792476,0.0155319895120553,0.918730759871265,0.98072251453765,0.99344632156761
"DBD:alphaBFL1:AD:Bcl-w",3986,617,3881,761,2577.93438738936,-0.40176218612671,0.895542116933415,0.529151977241982,0.769448142843506
"DBD:alphaBFL1:AD:Bcl-xL",3066,3875,1751,10206,12771.68435646,2.39442725436466,1.18522535158816,0.00435175060508652,0.022253270139647
"DBD:alphaBFL1:AD:Bfl-1",10719,45510,1359,6340,17191.0823857853,3.3577252210172,0.650041293518046,3.18748946205818e-08,2.05148071074215e-06
"DBD:alphaBFL1:AD:FECM04",11538,1759,1358,251,1822.05173319612,-0.742725299422567,0.516608005322321,0.0931002703772978,0.222846391860553
"DBD:alphaBFL1:AD:Mcl1[151-321]",16689,9164,3134,429,4444.87498735632,0.064792661672577,0.692944691006635,0.905575818212606,0.974902196640365
"DBD:alphaBFL1:AD:XCDP07",2509,235,544,94,497.956862162423,-0.915887962615781,0.655283026196818,0.0836392951587632,0.209098237896908
"DBD:alphaBFL1:AD:alphaBCL2",15257,1725,1790,313,2266.48055484521,-0.956362446673984,0.570921804142082,0.0456956772931802,0.130145916341336
"DBD:alphaBFL1:AD:alphaBCLB",12279,1669,1424,429,2068.44098780653,-0.494703555578028,0.538068936980484,0.278396348652449,0.509261613388626
"DBD:alphaBFL1:AD:alphaBFL1",2260,771,97,20,350.353698541621,0.00993486546062146,0.882286418343286,0.987424679050626,0.99344632156761
"DBD:alphaBFL1:AD:alphaMCL1",19340,1445,1408,136,2134.22297659963,-1.52574449168503,0.752482889583696,0.0114646318390931,0.049606580072999
"DBD:alphaMCL1:AD:2CDP06",10218,594,1259,115,1323.31121242267,-1.9701495759477,0.49119043888896,1.20979020827413e-05,0.000209386766816676
"DBD:alphaMCL1:AD:BCDP01",9809,2744,1146,246,1831.31803255529,-0.220160015672066,0.553870292423479,0.637314628959233,0.863830069372454
"DBD:alphaMCL1:AD:BECM01",9565,1704,1201,130,1500.64021252751,-0.815396812284314,0.598928122701795,0.0993661249923418,0.232889355450801
"DBD:alphaMCL1:AD:Bcl-2",3453,586,1969,218,1266.83122583556,-0.989007699472465,0.710947045806535,0.0785953353037816,0.200953982310805
"DBD:alphaMCL1:AD:Bcl-B",27384,12004,1431,139,4754.4381004425,0.104849022029044,0.915345925435439,0.870262976073533,0.973951235800064
"DBD:alphaMCL1:AD:Bcl-w",3012,177,4063,945,2695.76069491001,-0.268624818198433,1.0120439360655,0.688778991212621,0.906288146332397
"DBD:alphaMCL1:AD:Bcl-xL",2322,338,2173,219,1220.49460341189,-1.03368512231213,0.852872915906359,0.104042546234416,0.238873192885138
"DBD:alphaMCL1:AD:Bfl-1",5932,5662,1867,1779,4109.99681980518,1.22480808792759,0.69309858900359,0.0282037917411708,0.0947142259964691
"DBD:alphaMCL1:AD:FECM04",7601,1114,1602,193,1472.02750537462,-1.09414428564907,0.456401189396343,0.00657080025930601,0.03285400129653
"DBD:alphaMCL1:AD:Mcl1[151-321]",11830,46823,2491,12446,24616.1996391193,3.32647427545746,0.687212724112019,1.64303921482657e-07,7.39367646671955e-06
"DBD:alphaMCL1:AD:XCDP07",3279,298,430,68,489.401206450259,-1.1481085136466,0.593059451822059,0.0205197504712566,0.0744668363876249
"DBD:alphaMCL1:AD:alphaBCL2",8717,882,1858,221,1616.07979033504,-1.32600659875549,0.507789953663837,0.00273474561039258,0.0166302097929279
"DBD:alphaMCL1:AD:alphaBCLB",8230,1790,1238,230,1557.84452009403,-0.510004508223905,0.460953605836468,0.208011562989662,0.406979144979773
"DBD:alphaMCL1:AD:alphaBFL1",13820,2100,1394,167,1952.23090413609,-0.854558164623072,0.655344019225538,0.105999116950805,0.240907083979101
"DBD:alphaMCL1:AD:alphaMCL1",7951,1164,3,1,727.341529642208,-0.209150232378973,1.38972774469204,0.731844322674846,0.937042986425337
